"ocun_ensembl_gid","ocun_feature_length"
"ENSOCUG00000005905",3893
"ENSOCUG00000005906",615
"ENSOCUG00000005907",291
"ENSOCUG00000005908",1336
"ENSOCUG00000005909",6030
"ENSOCUG00000005910",2635
"ENSOCUG00000005911",3656
"ENSOCUG00000005912",2202
"ENSOCUG00000005913",255
"ENSOCUG00000005914",369
"ENSOCUG00000005917",477
"ENSOCUG00000005919",3288
"ENSOCUG00000005920",1743
"ENSOCUG00000005922",975
"ENSOCUG00000005923",2034
"ENSOCUG00000005924",2680
"ENSOCUG00000005925",1483
"ENSOCUG00000005926",3281
"ENSOCUG00000005927",5310
"ENSOCUG00000005929",3688
"ENSOCUG00000005930",6903
"ENSOCUG00000005931",987
"ENSOCUG00000005932",4472.5
"ENSOCUG00000005933",1737
"ENSOCUG00000005935",1337
"ENSOCUG00000005936",741
"ENSOCUG00000005937",2610
"ENSOCUG00000005938",759
"ENSOCUG00000005940",2145.5
"ENSOCUG00000005941",1356
"ENSOCUG00000005942",9481
"ENSOCUG00000005944",1035
"ENSOCUG00000005945",4324
"ENSOCUG00000005946",4689
"ENSOCUG00000005947",2728
"ENSOCUG00000005948",10434
"ENSOCUG00000005950",1622
"ENSOCUG00000005951",883
"ENSOCUG00000005952",1485
"ENSOCUG00000005953",1150.5
"ENSOCUG00000005954",846
"ENSOCUG00000005955",1119
"ENSOCUG00000005956",2871
"ENSOCUG00000005957",1361
"ENSOCUG00000005958",8191
"ENSOCUG00000005959",2103
"ENSOCUG00000005961",4026
"ENSOCUG00000005963",1552
"ENSOCUG00000005964",1928
"ENSOCUG00000005967",4398
"ENSOCUG00000005968",1068
"ENSOCUG00000005970",2970
"ENSOCUG00000005972",1250
"ENSOCUG00000005974",2572
"ENSOCUG00000005975",1370
"ENSOCUG00000005976",1405
"ENSOCUG00000005977",4093
"ENSOCUG00000005978",372
"ENSOCUG00000005979",1640
"ENSOCUG00000005980",4415
"ENSOCUG00000005982",1563
"ENSOCUG00000005983",1294
"ENSOCUG00000005985",1797
"ENSOCUG00000005986",1738
"ENSOCUG00000005987",1743
"ENSOCUG00000005988",4649
"ENSOCUG00000005990",2051
"ENSOCUG00000005991",2328
"ENSOCUG00000005992",3858
"ENSOCUG00000005993",1163
"ENSOCUG00000005994",4140
"ENSOCUG00000005995",4898
"ENSOCUG00000005996",7859
"ENSOCUG00000005997",2931
"ENSOCUG00000005999",906
"ENSOCUG00000006001",1509
"ENSOCUG00000006002",2604
"ENSOCUG00000006003",822
"ENSOCUG00000006005",894
"ENSOCUG00000006006",1692
"ENSOCUG00000006007",2406
"ENSOCUG00000006009",3164
"ENSOCUG00000006010",603
"ENSOCUG00000006012",3288
"ENSOCUG00000006014",723
"ENSOCUG00000006015",3142
"ENSOCUG00000006016",1986
"ENSOCUG00000006017",3417
"ENSOCUG00000006018",1167
"ENSOCUG00000006020",6409
"ENSOCUG00000006022",2274
"ENSOCUG00000006024",1725
"ENSOCUG00000006025",699
"ENSOCUG00000006026",5096
"ENSOCUG00000006028",2674
"ENSOCUG00000006029",7499
"ENSOCUG00000006031",2400
"ENSOCUG00000006032",2873
"ENSOCUG00000006034",2316
"ENSOCUG00000006035",4828
"ENSOCUG00000006037",8310
"ENSOCUG00000006039",2199
"ENSOCUG00000006040",3168
"ENSOCUG00000006041",3369
"ENSOCUG00000006043",2522.5
"ENSOCUG00000006044",4398
"ENSOCUG00000006045",5069
"ENSOCUG00000006046",867
"ENSOCUG00000006047",6774
"ENSOCUG00000006048",3330
"ENSOCUG00000006049",693
"ENSOCUG00000006050",2346
"ENSOCUG00000006051",522
"ENSOCUG00000006052",4076
"ENSOCUG00000006053",2278
"ENSOCUG00000006054",1862
"ENSOCUG00000006055",1406
"ENSOCUG00000006056",2475
"ENSOCUG00000006058",3874
"ENSOCUG00000006059",333
"ENSOCUG00000006061",2052
"ENSOCUG00000006062",2121
"ENSOCUG00000006064",897
"ENSOCUG00000006065",945
"ENSOCUG00000006066",2562
"ENSOCUG00000006067",1934
"ENSOCUG00000006068",4665.5
"ENSOCUG00000006069",1452
"ENSOCUG00000006073",1245
"ENSOCUG00000006074",2082
"ENSOCUG00000006075",4877
"ENSOCUG00000006076",949
"ENSOCUG00000006079",6824
"ENSOCUG00000006080",930
"ENSOCUG00000006081",945
"ENSOCUG00000006082",2832
"ENSOCUG00000006084",954
"ENSOCUG00000006085",1855
"ENSOCUG00000006086",4704
"ENSOCUG00000006087",2368
"ENSOCUG00000006088",4081.5
"ENSOCUG00000006090",1766
"ENSOCUG00000006091",2126
"ENSOCUG00000006092",5387
"ENSOCUG00000006093",1038
"ENSOCUG00000006095",2034
"ENSOCUG00000006096",7340
"ENSOCUG00000006097",1641
"ENSOCUG00000006098",6003
"ENSOCUG00000006100",759
"ENSOCUG00000006102",3815
"ENSOCUG00000006103",1072
"ENSOCUG00000006104",1337
"ENSOCUG00000006105",2675
"ENSOCUG00000006106",2907
"ENSOCUG00000006107",3850
"ENSOCUG00000006109",495
"ENSOCUG00000006110",5157
"ENSOCUG00000006111",885
"ENSOCUG00000006112",1617
"ENSOCUG00000006113",1282
"ENSOCUG00000006114",3560
"ENSOCUG00000006115",1860
"ENSOCUG00000006116",855
"ENSOCUG00000006117",4358
"ENSOCUG00000006118",1835
"ENSOCUG00000006119",2342
"ENSOCUG00000006120",3810
"ENSOCUG00000006121",1585.5
"ENSOCUG00000006122",9524
"ENSOCUG00000006123",2262
"ENSOCUG00000006124",968
"ENSOCUG00000006125",2047
"ENSOCUG00000006126",1680
"ENSOCUG00000006128",4176.5
"ENSOCUG00000006129",1078
"ENSOCUG00000006130",2413.5
"ENSOCUG00000006131",3261
"ENSOCUG00000006133",1832
"ENSOCUG00000006134",684
"ENSOCUG00000006135",387
"ENSOCUG00000006137",1275
"ENSOCUG00000006138",381
"ENSOCUG00000006139",8100
"ENSOCUG00000006140",777
"ENSOCUG00000006141",927
"ENSOCUG00000006143",4951
"ENSOCUG00000006144",1209
"ENSOCUG00000006145",2982
"ENSOCUG00000006146",5009
"ENSOCUG00000006148",3674
"ENSOCUG00000006151",2358
"ENSOCUG00000006153",2460
"ENSOCUG00000006154",675
"ENSOCUG00000006156",1988
"ENSOCUG00000006159",5826
"ENSOCUG00000006160",2676
"ENSOCUG00000006162",3816
"ENSOCUG00000006165",603
"ENSOCUG00000006166",1228
"ENSOCUG00000006167",1324
"ENSOCUG00000006168",1666
"ENSOCUG00000006169",7786
"ENSOCUG00000006171",1961
"ENSOCUG00000006172",787
"ENSOCUG00000006173",195
"ENSOCUG00000006174",361
"ENSOCUG00000006175",2159
"ENSOCUG00000006177",1260
"ENSOCUG00000006178",948
"ENSOCUG00000006179",2791
"ENSOCUG00000006180",1813
"ENSOCUG00000006182",1261
"ENSOCUG00000006183",1620
"ENSOCUG00000006186",3576
"ENSOCUG00000006188",1425
"ENSOCUG00000006190",6227
"ENSOCUG00000006191",3691
"ENSOCUG00000006192",6301
"ENSOCUG00000006194",5255
"ENSOCUG00000006195",486
"ENSOCUG00000006196",1411.5
"ENSOCUG00000006201",1275
"ENSOCUG00000006202",15093
"ENSOCUG00000006203",3749
"ENSOCUG00000006204",3877
"ENSOCUG00000006205",8961
"ENSOCUG00000006207",7940
"ENSOCUG00000006208",7764
"ENSOCUG00000006209",1426
"ENSOCUG00000006212",1528
"ENSOCUG00000006214",1734
"ENSOCUG00000006216",1294
"ENSOCUG00000006217",3129
"ENSOCUG00000006218",747
"ENSOCUG00000006219",499
"ENSOCUG00000006220",3810
"ENSOCUG00000006221",2064
"ENSOCUG00000006223",4177
"ENSOCUG00000006224",12064
"ENSOCUG00000006225",4159
"ENSOCUG00000006227",3792
"ENSOCUG00000006228",2925
"ENSOCUG00000006229",2770
"ENSOCUG00000006230",3807
"ENSOCUG00000006231",1323
"ENSOCUG00000006233",678
"ENSOCUG00000006235",1131
"ENSOCUG00000006236",1035
"ENSOCUG00000006237",3144
"ENSOCUG00000006239",11540
"ENSOCUG00000006240",2113
"ENSOCUG00000006242",744
"ENSOCUG00000006243",10025
"ENSOCUG00000006244",213
"ENSOCUG00000006245",1050
"ENSOCUG00000006248",922
"ENSOCUG00000006249",1617
"ENSOCUG00000006250",80
"ENSOCUG00000006251",2150
"ENSOCUG00000006253",927
"ENSOCUG00000006255",2580
"ENSOCUG00000006257",1821
"ENSOCUG00000006258",3382
"ENSOCUG00000006261",4961
"ENSOCUG00000006262",3473
"ENSOCUG00000006264",2180
"ENSOCUG00000006266",744
"ENSOCUG00000006268",3332.5
"ENSOCUG00000006270",336
"ENSOCUG00000006271",1098
"ENSOCUG00000006273",1324
"ENSOCUG00000006275",447
"ENSOCUG00000006277",1285
"ENSOCUG00000006278",1275
"ENSOCUG00000006279",1035
"ENSOCUG00000006280",2733
"ENSOCUG00000006282",1320
"ENSOCUG00000006283",851
"ENSOCUG00000006284",2818
"ENSOCUG00000006285",240
"ENSOCUG00000006286",534
"ENSOCUG00000006287",510
"ENSOCUG00000006288",4288
"ENSOCUG00000006289",4676
"ENSOCUG00000006290",2359.5
"ENSOCUG00000006292",1351
"ENSOCUG00000006293",999
"ENSOCUG00000006297",2896
"ENSOCUG00000006298",2715
"ENSOCUG00000006299",2838
"ENSOCUG00000006300",1785
"ENSOCUG00000006301",1941
"ENSOCUG00000006303",2386.5
"ENSOCUG00000006304",1959
"ENSOCUG00000006305",3878
"ENSOCUG00000006306",1808
"ENSOCUG00000006307",2139
"ENSOCUG00000006310",1515
"ENSOCUG00000006311",522
"ENSOCUG00000006312",5638
"ENSOCUG00000006314",5650
"ENSOCUG00000006315",1095
"ENSOCUG00000006316",4475
"ENSOCUG00000006317",7308
"ENSOCUG00000006318",780
"ENSOCUG00000006320",5861
"ENSOCUG00000006321",4071
"ENSOCUG00000006322",384
"ENSOCUG00000006323",738
"ENSOCUG00000006325",1795
"ENSOCUG00000006326",893
"ENSOCUG00000006327",4428
"ENSOCUG00000006329",1366
"ENSOCUG00000006333",983
"ENSOCUG00000006334",498
"ENSOCUG00000006335",1346
"ENSOCUG00000006336",1618
"ENSOCUG00000006337",1929
"ENSOCUG00000006338",4529
"ENSOCUG00000006339",1554
"ENSOCUG00000006340",489
"ENSOCUG00000006341",2056
"ENSOCUG00000006342",498
"ENSOCUG00000006343",735
"ENSOCUG00000006344",5403
"ENSOCUG00000006345",5050
"ENSOCUG00000006346",1712
"ENSOCUG00000006347",4718
"ENSOCUG00000006348",1038
"ENSOCUG00000006349",432
"ENSOCUG00000006350",3739
"ENSOCUG00000006352",2494
"ENSOCUG00000006353",1605
"ENSOCUG00000006354",3558
"ENSOCUG00000006355",6513
"ENSOCUG00000006357",9020
"ENSOCUG00000006359",801
"ENSOCUG00000006360",1328
"ENSOCUG00000006361",579
"ENSOCUG00000006362",2426
"ENSOCUG00000006363",3216
"ENSOCUG00000006365",474
"ENSOCUG00000006366",288
"ENSOCUG00000006368",4362
"ENSOCUG00000006369",300
"ENSOCUG00000006370",423
"ENSOCUG00000006372",1752
"ENSOCUG00000006373",1398
"ENSOCUG00000006377",711
"ENSOCUG00000006378",5292
"ENSOCUG00000006380",1360
"ENSOCUG00000006381",558
"ENSOCUG00000006382",4914
"ENSOCUG00000006383",330
"ENSOCUG00000006384",2064
"ENSOCUG00000006386",7869
"ENSOCUG00000006387",1350
"ENSOCUG00000006388",2590
"ENSOCUG00000006390",3666
"ENSOCUG00000006392",1153
"ENSOCUG00000006393",2686
"ENSOCUG00000006394",912
"ENSOCUG00000006396",1911
"ENSOCUG00000006400",2040
"ENSOCUG00000006402",639
"ENSOCUG00000006403",657
"ENSOCUG00000006404",1899
"ENSOCUG00000006405",747
"ENSOCUG00000006407",525
"ENSOCUG00000006408",4566
"ENSOCUG00000006409",2982
"ENSOCUG00000006411",1398
"ENSOCUG00000006413",5306
"ENSOCUG00000006414",1287
"ENSOCUG00000006416",2018
"ENSOCUG00000006418",1094.5
"ENSOCUG00000006419",1014
"ENSOCUG00000006420",2805
"ENSOCUG00000006421",1684
"ENSOCUG00000006422",853
"ENSOCUG00000006423",573
"ENSOCUG00000006424",5942
"ENSOCUG00000006426",1284
"ENSOCUG00000006427",1392
"ENSOCUG00000006428",2109
"ENSOCUG00000006429",1640
"ENSOCUG00000006431",765
"ENSOCUG00000006432",1251
"ENSOCUG00000006433",2644
"ENSOCUG00000006434",1159.5
"ENSOCUG00000006435",2271
"ENSOCUG00000006436",681
"ENSOCUG00000006437",1897
"ENSOCUG00000006438",3940
"ENSOCUG00000006439",3109
"ENSOCUG00000006441",1464
"ENSOCUG00000006442",1875
"ENSOCUG00000006443",3808
"ENSOCUG00000006444",6910
"ENSOCUG00000006445",1880
"ENSOCUG00000006446",1019
"ENSOCUG00000006447",1119
"ENSOCUG00000006448",3190
"ENSOCUG00000006449",3806
"ENSOCUG00000006451",1071
"ENSOCUG00000006453",3150
"ENSOCUG00000006454",6579
"ENSOCUG00000006455",1667
"ENSOCUG00000006457",1620
"ENSOCUG00000006458",8483
"ENSOCUG00000006459",645
"ENSOCUG00000006460",3877
"ENSOCUG00000006461",1679
"ENSOCUG00000006462",6012
"ENSOCUG00000006463",1788
"ENSOCUG00000006464",885
"ENSOCUG00000006467",510
"ENSOCUG00000006469",2618
"ENSOCUG00000006470",1414
"ENSOCUG00000006471",1681
"ENSOCUG00000006472",486
"ENSOCUG00000006473",3906
"ENSOCUG00000006479",8379
"ENSOCUG00000006480",4749
"ENSOCUG00000006482",1263
"ENSOCUG00000006483",660
"ENSOCUG00000006484",4062
"ENSOCUG00000006485",1462
"ENSOCUG00000006486",1491
"ENSOCUG00000006490",2397
"ENSOCUG00000006491",1395
"ENSOCUG00000006493",805
"ENSOCUG00000006494",2023
"ENSOCUG00000006495",4285
"ENSOCUG00000006497",4233
"ENSOCUG00000006498",7510
"ENSOCUG00000006499",765.5
"ENSOCUG00000006500",3899
"ENSOCUG00000006501",918
"ENSOCUG00000006502",4678
"ENSOCUG00000006503",3108
"ENSOCUG00000006505",9087
"ENSOCUG00000006506",8746
"ENSOCUG00000006507",4897
"ENSOCUG00000006508",4641
"ENSOCUG00000006510",3776
"ENSOCUG00000006512",1127
"ENSOCUG00000006513",1383
"ENSOCUG00000006515",3666
"ENSOCUG00000006516",4886
"ENSOCUG00000006519",2249
"ENSOCUG00000006521",642
"ENSOCUG00000006522",1380
"ENSOCUG00000006524",555
"ENSOCUG00000006525",6313
"ENSOCUG00000006526",2331
"ENSOCUG00000006527",3412
"ENSOCUG00000006528",639
"ENSOCUG00000006530",1009
"ENSOCUG00000006534",2502
"ENSOCUG00000006535",6151
"ENSOCUG00000006536",783
"ENSOCUG00000006537",1780
"ENSOCUG00000006538",507
"ENSOCUG00000006539",3633
"ENSOCUG00000006540",5402
"ENSOCUG00000006541",2520
"ENSOCUG00000006542",345
"ENSOCUG00000006543",5915
"ENSOCUG00000006544",1284
"ENSOCUG00000006545",1047
"ENSOCUG00000006548",1089
"ENSOCUG00000006549",2116
"ENSOCUG00000006551",726
"ENSOCUG00000006552",1657
"ENSOCUG00000006554",2951
"ENSOCUG00000006556",1356
"ENSOCUG00000006557",1023
"ENSOCUG00000006561",1208
"ENSOCUG00000006562",3168
"ENSOCUG00000006563",4890
"ENSOCUG00000006564",1023
"ENSOCUG00000006565",2325
"ENSOCUG00000006566",2380
"ENSOCUG00000006567",5490
"ENSOCUG00000006569",264
"ENSOCUG00000006570",1258
"ENSOCUG00000006571",1589
"ENSOCUG00000006572",597
"ENSOCUG00000006573",1243
"ENSOCUG00000006574",1476
"ENSOCUG00000006578",447
"ENSOCUG00000006579",2158
"ENSOCUG00000006581",789
"ENSOCUG00000006582",746
"ENSOCUG00000006585",924
"ENSOCUG00000006588",306
"ENSOCUG00000006589",9919
"ENSOCUG00000006590",1476
"ENSOCUG00000006591",982
"ENSOCUG00000006592",2273
"ENSOCUG00000006593",1466
"ENSOCUG00000006594",1916.5
"ENSOCUG00000006595",4257.5
"ENSOCUG00000006596",1236
"ENSOCUG00000006597",5556
"ENSOCUG00000006598",396
"ENSOCUG00000006599",582
"ENSOCUG00000006600",18124
"ENSOCUG00000006602",1150
"ENSOCUG00000006603",2521.5
"ENSOCUG00000006604",1711
"ENSOCUG00000006605",3933
"ENSOCUG00000006606",10008
"ENSOCUG00000006607",452
"ENSOCUG00000006608",1224
"ENSOCUG00000006609",3420
"ENSOCUG00000006610",210
"ENSOCUG00000006611",222
"ENSOCUG00000006612",777
"ENSOCUG00000006613",1466
"ENSOCUG00000006616",5065
"ENSOCUG00000006617",912
"ENSOCUG00000006619",942
"ENSOCUG00000006620",654
"ENSOCUG00000006622",3237
"ENSOCUG00000006623",2543
"ENSOCUG00000006624",8126
"ENSOCUG00000006625",1663
"ENSOCUG00000006626",4356
"ENSOCUG00000006627",5690
"ENSOCUG00000006630",3744
"ENSOCUG00000006632",4596
"ENSOCUG00000006633",2017
"ENSOCUG00000006634",738
"ENSOCUG00000006635",1274
"ENSOCUG00000006636",912
"ENSOCUG00000006637",6776
"ENSOCUG00000006638",1548
"ENSOCUG00000006639",3650
"ENSOCUG00000006641",2958.5
"ENSOCUG00000006642",5250
"ENSOCUG00000006643",997
"ENSOCUG00000006644",1176.5
"ENSOCUG00000006645",6676
"ENSOCUG00000006646",5086
"ENSOCUG00000006647",6647
"ENSOCUG00000006648",2118
"ENSOCUG00000006649",2577
"ENSOCUG00000006650",2237
"ENSOCUG00000006651",3168
"ENSOCUG00000006652",960
"ENSOCUG00000006654",246
"ENSOCUG00000006655",2198
"ENSOCUG00000006656",7428
"ENSOCUG00000006657",2136
"ENSOCUG00000006658",2653
"ENSOCUG00000006659",1050
"ENSOCUG00000006660",2474
"ENSOCUG00000006661",2378
"ENSOCUG00000006662",1800
"ENSOCUG00000006663",2942
"ENSOCUG00000006667",1878
"ENSOCUG00000006668",6217
"ENSOCUG00000006669",2167
"ENSOCUG00000006670",2897
"ENSOCUG00000006671",2553
"ENSOCUG00000006672",1860.5
"ENSOCUG00000006673",1047
"ENSOCUG00000006677",834
"ENSOCUG00000006678",892
"ENSOCUG00000006680",2671
"ENSOCUG00000006681",509
"ENSOCUG00000006682",903
"ENSOCUG00000006683",3237
"ENSOCUG00000006684",2676
"ENSOCUG00000006685",1365
"ENSOCUG00000006686",6472
"ENSOCUG00000006688",4330.5
"ENSOCUG00000006689",1434.5
"ENSOCUG00000006691",1731
"ENSOCUG00000006693",5481
"ENSOCUG00000006694",1395
"ENSOCUG00000006695",1327
"ENSOCUG00000006696",759
"ENSOCUG00000006697",6025
"ENSOCUG00000006698",1847
"ENSOCUG00000006699",1048
"ENSOCUG00000006700",4794
"ENSOCUG00000006701",4456
"ENSOCUG00000006702",6145
"ENSOCUG00000006703",718.5
"ENSOCUG00000006704",4788
"ENSOCUG00000006705",4920
"ENSOCUG00000006707",1782
"ENSOCUG00000006708",2010
"ENSOCUG00000006709",11409
"ENSOCUG00000006710",1226
"ENSOCUG00000006712",2043
"ENSOCUG00000006713",3190
"ENSOCUG00000006714",4160
"ENSOCUG00000006715",999
"ENSOCUG00000006716",1122
"ENSOCUG00000006717",270
"ENSOCUG00000006718",1254
"ENSOCUG00000006719",6396
"ENSOCUG00000006720",1937.5
"ENSOCUG00000006721",3745
"ENSOCUG00000006722",448
"ENSOCUG00000006723",2994
"ENSOCUG00000006725",1498
"ENSOCUG00000006726",723
"ENSOCUG00000006727",612
"ENSOCUG00000006728",4809
"ENSOCUG00000006729",2114
"ENSOCUG00000006731",1233
"ENSOCUG00000006732",2460
"ENSOCUG00000006734",3693
"ENSOCUG00000006735",5031
"ENSOCUG00000006737",2164
"ENSOCUG00000006738",1062
"ENSOCUG00000006739",1258
"ENSOCUG00000006742",1835
"ENSOCUG00000006743",5980
"ENSOCUG00000006744",2185
"ENSOCUG00000006745",2336
"ENSOCUG00000006746",3248
"ENSOCUG00000006747",12195
"ENSOCUG00000006748",996
"ENSOCUG00000006749",2621
"ENSOCUG00000006750",933
"ENSOCUG00000006751",715
"ENSOCUG00000006752",6175
"ENSOCUG00000006753",1051
"ENSOCUG00000006754",14830
"ENSOCUG00000006755",888
"ENSOCUG00000006756",1011
"ENSOCUG00000006757",459
"ENSOCUG00000006758",1916
"ENSOCUG00000006760",2314.5
"ENSOCUG00000006761",1665
"ENSOCUG00000006762",2041
"ENSOCUG00000006763",969
"ENSOCUG00000006766",1086
"ENSOCUG00000006767",1308
"ENSOCUG00000006768",867
"ENSOCUG00000006769",1644
"ENSOCUG00000006770",4395
"ENSOCUG00000006771",2568
"ENSOCUG00000006773",936
"ENSOCUG00000006774",6358
"ENSOCUG00000006775",3527
"ENSOCUG00000006776",1610
"ENSOCUG00000006777",1211
"ENSOCUG00000006778",450
"ENSOCUG00000006779",869
"ENSOCUG00000006781",1836
"ENSOCUG00000006782",1456
"ENSOCUG00000006783",8718
"ENSOCUG00000006784",2724
"ENSOCUG00000006785",1101
"ENSOCUG00000006787",1437
"ENSOCUG00000006789",1507.5
"ENSOCUG00000006790",740
"ENSOCUG00000006791",1950
"ENSOCUG00000006792",3045
"ENSOCUG00000006793",4886
"ENSOCUG00000006794",2353
"ENSOCUG00000006796",1630
"ENSOCUG00000006797",7468
"ENSOCUG00000006798",945
"ENSOCUG00000006799",1431
"ENSOCUG00000006800",5356.5
"ENSOCUG00000006801",6055
"ENSOCUG00000006802",1752
"ENSOCUG00000006803",1434
"ENSOCUG00000006804",1611
"ENSOCUG00000006805",2630
"ENSOCUG00000006806",1007
"ENSOCUG00000006807",8537
"ENSOCUG00000006809",1204
"ENSOCUG00000006810",1808
"ENSOCUG00000006811",2640
"ENSOCUG00000006815",1523
"ENSOCUG00000006816",1074
"ENSOCUG00000006817",3206
"ENSOCUG00000006819",4071
"ENSOCUG00000006820",2838
"ENSOCUG00000006822",747
"ENSOCUG00000006823",2328
"ENSOCUG00000006825",3288
"ENSOCUG00000006826",670
"ENSOCUG00000006829",2193
"ENSOCUG00000006830",429
"ENSOCUG00000006831",225
"ENSOCUG00000006833",11768
"ENSOCUG00000006834",741
"ENSOCUG00000006835",882
"ENSOCUG00000006836",939
"ENSOCUG00000006837",7295
"ENSOCUG00000006838",1233
"ENSOCUG00000006839",1589.5
"ENSOCUG00000006840",408
"ENSOCUG00000006841",1425
"ENSOCUG00000006842",2550
"ENSOCUG00000006843",381
"ENSOCUG00000006844",1230
"ENSOCUG00000006845",951
"ENSOCUG00000006846",864
"ENSOCUG00000006847",5464
"ENSOCUG00000006850",955
"ENSOCUG00000006855",5142
"ENSOCUG00000006856",3976
"ENSOCUG00000006857",1886
"ENSOCUG00000006858",1317.5
"ENSOCUG00000006859",7850
"ENSOCUG00000006860",3513
"ENSOCUG00000006861",2205
"ENSOCUG00000006863",1721
"ENSOCUG00000006864",1081
"ENSOCUG00000006867",1691
"ENSOCUG00000006868",1839
"ENSOCUG00000006870",805
"ENSOCUG00000006872",3039
"ENSOCUG00000006873",1071
"ENSOCUG00000006874",6017
"ENSOCUG00000006876",555
"ENSOCUG00000006877",1440
"ENSOCUG00000006878",5284
"ENSOCUG00000006879",3687
"ENSOCUG00000006880",2460
"ENSOCUG00000006883",2314
"ENSOCUG00000006884",7136
"ENSOCUG00000006885",1083
"ENSOCUG00000006886",1092
"ENSOCUG00000006887",2097
"ENSOCUG00000006888",1623
"ENSOCUG00000006889",2355
"ENSOCUG00000006890",1332.5
"ENSOCUG00000006891",1245
"ENSOCUG00000006892",1128
"ENSOCUG00000006893",1770
"ENSOCUG00000006894",696
"ENSOCUG00000006895",1609
"ENSOCUG00000006896",4221
"ENSOCUG00000006897",5007
"ENSOCUG00000006898",3127
"ENSOCUG00000006899",2543
"ENSOCUG00000006900",2214
"ENSOCUG00000006901",3527
"ENSOCUG00000006902",390
"ENSOCUG00000006903",1371
"ENSOCUG00000006904",696
"ENSOCUG00000006905",663
"ENSOCUG00000006906",957
"ENSOCUG00000006907",736
"ENSOCUG00000006908",465
"ENSOCUG00000006909",864
"ENSOCUG00000006910",5576
"ENSOCUG00000006911",11315
"ENSOCUG00000006913",4957
"ENSOCUG00000006916",1366
"ENSOCUG00000006917",2031
"ENSOCUG00000006919",2645
"ENSOCUG00000006920",1153
"ENSOCUG00000006922",7605
"ENSOCUG00000006924",4553
"ENSOCUG00000006925",2814
"ENSOCUG00000006927",3397
"ENSOCUG00000006928",1758
"ENSOCUG00000006930",6785
"ENSOCUG00000006932",745
"ENSOCUG00000006933",444
"ENSOCUG00000006934",1821
"ENSOCUG00000006936",2187
"ENSOCUG00000006937",2220
"ENSOCUG00000006938",1349
"ENSOCUG00000006940",2238
"ENSOCUG00000006941",2276
"ENSOCUG00000006942",564
"ENSOCUG00000006943",5734
"ENSOCUG00000006944",5191
"ENSOCUG00000006945",1204
"ENSOCUG00000006947",2904
"ENSOCUG00000006948",3236
"ENSOCUG00000006950",9029
"ENSOCUG00000006951",1572
"ENSOCUG00000006952",618
"ENSOCUG00000006953",4704
"ENSOCUG00000006954",2784
"ENSOCUG00000006955",2760
"ENSOCUG00000006957",5817
"ENSOCUG00000006958",1143
"ENSOCUG00000006959",3049
"ENSOCUG00000006960",596
"ENSOCUG00000006961",4383
"ENSOCUG00000006962",6154
"ENSOCUG00000006964",875
"ENSOCUG00000006966",2029.5
"ENSOCUG00000006967",3539
"ENSOCUG00000006968",1636
"ENSOCUG00000006969",2652
"ENSOCUG00000006970",2550
"ENSOCUG00000006971",2548
"ENSOCUG00000006972",624
"ENSOCUG00000006973",2428.5
"ENSOCUG00000006974",483
"ENSOCUG00000006975",2058
"ENSOCUG00000006978",2212.5
"ENSOCUG00000006979",1810
"ENSOCUG00000006980",4650
"ENSOCUG00000006981",1602
"ENSOCUG00000006982",3531
"ENSOCUG00000006983",1317
"ENSOCUG00000006984",3002
"ENSOCUG00000006985",957
"ENSOCUG00000006986",4832
"ENSOCUG00000006987",3021
"ENSOCUG00000006988",2747
"ENSOCUG00000006989",3129
"ENSOCUG00000006990",1188
"ENSOCUG00000006992",690
"ENSOCUG00000006993",1720
"ENSOCUG00000006994",1347
"ENSOCUG00000006995",1584
"ENSOCUG00000006996",342
"ENSOCUG00000006997",722
"ENSOCUG00000006998",1579
"ENSOCUG00000006999",3029
"ENSOCUG00000007000",1173
"ENSOCUG00000007001",1336
"ENSOCUG00000007002",636
"ENSOCUG00000007004",4394
"ENSOCUG00000007006",588
"ENSOCUG00000007010",2427
"ENSOCUG00000007011",854
"ENSOCUG00000007012",2003
"ENSOCUG00000007013",2461
"ENSOCUG00000007014",4310
"ENSOCUG00000007017",1377
"ENSOCUG00000007018",971
"ENSOCUG00000007019",7160
"ENSOCUG00000007020",1314
"ENSOCUG00000007022",4558
"ENSOCUG00000007023",4358
"ENSOCUG00000007024",1065
"ENSOCUG00000007025",561
"ENSOCUG00000007027",1095
"ENSOCUG00000007028",711
"ENSOCUG00000007029",5458
"ENSOCUG00000007030",3092
"ENSOCUG00000007031",1577
"ENSOCUG00000007033",1680
"ENSOCUG00000007035",918
"ENSOCUG00000007037",342
"ENSOCUG00000007038",333
"ENSOCUG00000007039",5675
"ENSOCUG00000007041",2034
