"mdom_ensembl_gid","mdom_gene_name","dnov_ensembl_gid","dnov_gene_name","dnov_homology_type","ocun_ensembl_gid","ocun_gene_name","ocun_homology_type"
"ENSMODG00000025613","FAM150A","ENSDNOG00000016749","FAM150A","ortholog_one2one","ENSOCUG00000029695","FAM150A","ortholog_one2one"
"ENSMODG00000009635","ST18","ENSDNOG00000009682","ST18","ortholog_one2one","ENSOCUG00000013284","ST18","ortholog_one2one"
"ENSMODG00000014384","PLXNB1","ENSDNOG00000037904","PLXNB1","ortholog_one2one","ENSOCUG00000001912","PLXNB1","ortholog_one2one"
"ENSMODG00000018432","PCYT1A","ENSDNOG00000042276","PCYT1A","ortholog_one2one","ENSOCUG00000000123","PCYT1A","ortholog_one2one"
"ENSMODG00000009645","PCMTD1","ENSDNOG00000011826","PCMTD1","ortholog_one2one","ENSOCUG00000016958","PCMTD1","ortholog_one2one"
"ENSMODG00000018434","","ENSDNOG00000019059","","ortholog_one2one","ENSOCUG00000005432","","ortholog_one2one"
"ENSMODG00000018437","UBXN7","ENSDNOG00000011804","UBXN7","ortholog_one2one","ENSOCUG00000012301","UBXN7","ortholog_one2one"
"ENSMODG00000014368","CCDC51","ENSDNOG00000037611","CCDC51","ortholog_one2one","ENSOCUG00000001931","CCDC51","ortholog_one2one"
"ENSMODG00000014362","ATRIP","ENSDNOG00000014199","ATRIP","ortholog_one2one","ENSOCUG00000005207","ATRIP","ortholog_one2one"
"ENSMODG00000004929","PAXIP1","ENSDNOG00000016100","PAXIP1","ortholog_one2one","ENSOCUG00000023370","PAXIP1","ortholog_one2one"
"ENSMODG00000029021","SMCO1","ENSDNOG00000046880","SMCO1","ortholog_one2one","ENSOCUG00000021380","SMCO1","ortholog_one2one"
"ENSMODG00000018445","WDR53","ENSDNOG00000045087","WDR53","ortholog_one2one","ENSOCUG00000027318","WDR53","ortholog_one2one"
"ENSMODG00000014359","TREX1","ENSDNOG00000024273","TREX1","ortholog_one2one","ENSOCUG00000024763","TREX1","ortholog_one2one"
"ENSMODG00000018446","FBXO45","ENSDNOG00000008606","FBXO45","ortholog_one2one","ENSOCUG00000012323","FBXO45","ortholog_one2one"
"ENSMODG00000018447","NRROS","ENSDNOG00000015836","NRROS","ortholog_one2one","ENSOCUG00000025238","NRROS","ortholog_one2one"
"ENSMODG00000018453","CEP19","ENSDNOG00000045581","CEP19","ortholog_one2one","ENSOCUG00000016979","CEP19","ortholog_one2one"
"ENSMODG00000009907","SNTG1","ENSDNOG00000016423","SNTG1","ortholog_one2one","ENSOCUG00000016550","SNTG1","ortholog_one2one"
"ENSMODG00000018455","PIGX","ENSDNOG00000039912","PIGX","ortholog_one2one","ENSOCUG00000012329","PIGX","ortholog_one2one"
"ENSMODG00000004974","INSIG1","ENSDNOG00000049163","INSIG1","ortholog_one2one","ENSOCUG00000013795","INSIG1","ortholog_one2one"
"ENSMODG00000014355","SHISA5","ENSDNOG00000041410","SHISA5","ortholog_one2one","ENSOCUG00000022049","SHISA5","ortholog_one2one"
"ENSMODG00000018459","PAK2","ENSDNOG00000031163","PAK2","ortholog_one2one","ENSOCUG00000008224","PAK2","ortholog_one2one"
"ENSMODG00000004978","EN2","ENSDNOG00000037306","EN2","ortholog_one2one","ENSOCUG00000002453","EN2","ortholog_one2one"
"ENSMODG00000004981","CNPY1","ENSDNOG00000042554","CNPY1","ortholog_one2one","ENSOCUG00000002457","CNPY1","ortholog_one2one"
"ENSMODG00000014350","PFKFB4","ENSDNOG00000039445","PFKFB4","ortholog_one2one","ENSOCUG00000006196","PFKFB4","ortholog_one2one"
"ENSMODG00000005006","RBM33","ENSDNOG00000001637","RBM33","ortholog_one2one","ENSOCUG00000012142","RBM33","ortholog_one2one"
"ENSMODG00000028694","C8orf22","ENSDNOG00000008094","C8orf22","ortholog_one2one","ENSOCUG00000029166","C8orf22","ortholog_one2one"
"ENSMODG00000010173","SNAI2","ENSDNOG00000035997","SNAI2","ortholog_one2one","ENSOCUG00000012254","SNAI2","ortholog_one2one"
"ENSMODG00000010184","EFCAB1","ENSDNOG00000011775","EFCAB1","ortholog_one2one","ENSOCUG00000004518","EFCAB1","ortholog_one2one"
"ENSMODG00000014333","FGD3","ENSDNOG00000044252","FGD3","ortholog_one2one","ENSOCUG00000015829","FGD3","ortholog_one2one"
"ENSMODG00000005028","SHH","ENSDNOG00000049380","SHH","ortholog_one2one","ENSOCUG00000016862","SHH","ortholog_one2one"
"ENSMODG00000005073","RNF32","ENSDNOG00000024887","RNF32","ortholog_one2one","ENSOCUG00000022989","RNF32","ortholog_one2one"
"ENSMODG00000018491","NDUFB11","ENSDNOG00000017861","NDUFB11","ortholog_one2one","ENSOCUG00000008371","NDUFB11","ortholog_one2one"
"ENSMODG00000014320","MYO1G","ENSDNOG00000018574","MYO1G","ortholog_one2one","ENSOCUG00000024216","MYO1G","ortholog_one2one"
"ENSMODG00000005081","LMBR1","ENSDNOG00000015379","LMBR1","ortholog_one2one","ENSOCUG00000001247","LMBR1","ortholog_one2one"
"ENSMODG00000018493","SRPRB","ENSDNOG00000032146","SRPRB","ortholog_one2one","ENSOCUG00000007623","SRPRB","ortholog_one2one"
"ENSMODG00000018494","RAB6B","ENSDNOG00000004610","RAB6B","ortholog_one2one","ENSOCUG00000009428","RAB6B","ortholog_one2one"
"ENSMODG00000010213","MCM4","ENSDNOG00000014263","MCM4","ortholog_one2one","ENSOCUG00000001710","MCM4","ortholog_one2one"
"ENSMODG00000005191","MNX1","ENSDNOG00000040760","MNX1","ortholog_one2one","ENSOCUG00000016044","MNX1","ortholog_one2one"
"ENSMODG00000005239","UBE3C","ENSDNOG00000010852","UBE3C","ortholog_one2one","ENSOCUG00000012490","UBE3C","ortholog_one2one"
"ENSMODG00000005262","PTPRN2","ENSDNOG00000037872","PTPRN2","ortholog_one2one","ENSOCUG00000024194","PTPRN2","ortholog_one2one"
"ENSMODG00000018498","SLCO2A1","ENSDNOG00000042351","SLCO2A1","ortholog_one2one","ENSOCUG00000000025","SLCO2A1","ortholog_one2one"
"ENSMODG00000014306","CDC25A","ENSDNOG00000002897","CDC25A","ortholog_one2one","ENSOCUG00000012342","CDC25A","ortholog_one2one"
"ENSMODG00000005391","NCAPG2","ENSDNOG00000009400","NCAPG2","ortholog_one2one","ENSOCUG00000015509","NCAPG2","ortholog_one2one"
"ENSMODG00000018505","RYK","ENSDNOG00000010657","RYK","ortholog_one2one","ENSOCUG00000017148","RYK","ortholog_one2one"
"ENSMODG00000018508","AMOTL2","ENSDNOG00000016558","AMOTL2","ortholog_one2one","ENSOCUG00000028052","AMOTL2","ortholog_one2one"
"ENSMODG00000014285","DHX30","ENSDNOG00000018833","DHX30","ortholog_one2one","ENSOCUG00000006515","DHX30","ortholog_one2one"
"ENSMODG00000005458","WDR60","ENSDNOG00000016184","WDR60","ortholog_one2one","ENSOCUG00000009901","WDR60","ortholog_one2one"
"ENSMODG00000018510","ANAPC13","ENSDNOG00000011526","ANAPC13","ortholog_one2one","ENSOCUG00000003793","ANAPC13","ortholog_one2one"
"ENSMODG00000005472","VIPR2","ENSDNOG00000047690","VIPR2","ortholog_one2one","ENSOCUG00000003473","VIPR2","ortholog_one2one"
"ENSMODG00000010525","CEBPD","ENSDNOG00000025666","CEBPD","ortholog_one2one","ENSOCUG00000025135","CEBPD","ortholog_one2one"
"ENSMODG00000018511","CEP63","ENSDNOG00000005323","CEP63","ortholog_one2one","ENSOCUG00000003796","CEP63","ortholog_one2one"
"ENSMODG00000005572","ZMYND11","ENSDNOG00000003539","ZMYND11","ortholog_one2one","ENSOCUG00000027497","ZMYND11","ortholog_one2one"
"ENSMODG00000014181","CSPG5","ENSDNOG00000032967","CSPG5","ortholog_one2one","ENSOCUG00000014013","CSPG5","ortholog_one2one"
"ENSMODG00000014160","ELP6","ENSDNOG00000043277","ELP6","ortholog_one2one","ENSOCUG00000000214","ELP6","ortholog_one2one"
"ENSMODG00000018514","KY","ENSDNOG00000038118","KY","ortholog_one2one","ENSOCUG00000003806","KY","ortholog_one2one"
"ENSMODG00000010536","SPIDR","ENSDNOG00000037112","SPIDR","ortholog_one2one","ENSOCUG00000001687","SPIDR","ortholog_one2one"
"ENSMODG00000014155","SCAP","ENSDNOG00000045110","SCAP","ortholog_one2one","ENSOCUG00000003152","SCAP","ortholog_one2one"
"ENSMODG00000018518","EPHB1","ENSDNOG00000014250","EPHB1","ortholog_one2one","ENSOCUG00000003812","EPHB1","ortholog_one2one"
"ENSMODG00000014133","PTPN23","ENSDNOG00000034309","PTPN23","ortholog_one2one","ENSOCUG00000003139","PTPN23","ortholog_one2one"
"ENSMODG00000005692","DIP2C","ENSDNOG00000010480","DIP2C","ortholog_one2one","ENSOCUG00000007803","DIP2C","ortholog_one2one"
"ENSMODG00000027419","MS4A14","ENSDNOG00000049470","MS4A14","ortholog_one2one","ENSOCUG00000012559","MS4A14","ortholog_one2one"
"ENSMODG00000005957","LARP4B","ENSDNOG00000045543","LARP4B","ortholog_one2one","ENSOCUG00000004950","LARP4B","ortholog_one2one"
"ENSMODG00000024998","PPP2R3A","ENSDNOG00000006632","PPP2R3A","ortholog_one2one","ENSOCUG00000001839","PPP2R3A","ortholog_one2one"
"ENSMODG00000020324","MS4A1","ENSDNOG00000037668","MS4A1","ortholog_one2one","ENSOCUG00000007941","MS4A1","ortholog_one2one"
"ENSMODG00000018526","PCCB","ENSDNOG00000003013","PCCB","ortholog_one2one","ENSOCUG00000010558","PCCB","ortholog_one2one"
"ENSMODG00000020328","MS4A13","ENSDNOG00000019041","MS4A13","ortholog_one2one","ENSOCUG00000015915","MS4A13","ortholog_one2one"
"ENSMODG00000014043","SETD2","ENSDNOG00000001337","SETD2","ortholog_one2one","ENSOCUG00000002839","SETD2","ortholog_one2one"
"ENSMODG00000013995","NBEAL2","ENSDNOG00000005416","NBEAL2","ortholog_one2one","ENSOCUG00000012438","NBEAL2","ortholog_one2one"
"ENSMODG00000006325","WDR37","ENSDNOG00000037639","WDR37","ortholog_one2one","ENSOCUG00000004466","WDR37","ortholog_one2one"
"ENSMODG00000013964","PTH1R","ENSDNOG00000041987","PTH1R","ortholog_one2one","ENSOCUG00000012400","PTH1R","ortholog_one2one"
"ENSMODG00000006359","ADARB2","ENSDNOG00000000111","ADARB2","ortholog_one2one","ENSOCUG00000004181","ADARB2","ortholog_one2one"
"ENSMODG00000013943","MYL3","ENSDNOG00000016339","MYL3","ortholog_one2one","ENSOCUG00000012392","MYL3","ortholog_one2one"
"ENSMODG00000018537","STAG1","ENSDNOG00000005851","STAG1","ortholog_one2one","ENSOCUG00000012746","STAG1","ortholog_one2one"
"ENSMODG00000024984","SLC35G2","ENSDNOG00000003201","SLC35G2","ortholog_one2one","ENSOCUG00000028180","","ortholog_one2one"
"ENSMODG00000020331","MS4A15","ENSDNOG00000001325","MS4A15","ortholog_one2one","ENSOCUG00000013273","MS4A15","ortholog_one2one"
"ENSMODG00000006521","PFKP","ENSDNOG00000007956","PFKP","ortholog_one2one","ENSOCUG00000011039","PFKP","ortholog_one2one"
"ENSMODG00000018540","NCK1","ENSDNOG00000019626","NCK1","ortholog_one2one","ENSOCUG00000007723","NCK1","ortholog_one2one"
"ENSMODG00000020334","CCDC86","ENSDNOG00000006246","CCDC86","ortholog_one2one","ENSOCUG00000026432","CCDC86","ortholog_one2one"
"ENSMODG00000018541","IL20RB","ENSDNOG00000014317","IL20RB","ortholog_one2one","ENSOCUG00000016131","IL20RB","ortholog_one2one"
"ENSMODG00000013871","TMIE","ENSDNOG00000012522","TMIE","ortholog_one2one","ENSOCUG00000007420","TMIE","ortholog_one2one"
"ENSMODG00000020336","PTGDR2","ENSDNOG00000006257","PTGDR2","ortholog_one2one","ENSOCUG00000025455","CRTH2","ortholog_one2one"
"ENSMODG00000013867","ALS2CL","ENSDNOG00000042840","ALS2CL","ortholog_one2one","ENSOCUG00000012839","ALS2CL","ortholog_one2one"
"ENSMODG00000018549","CLDN18","ENSDNOG00000032143","CLDN18","ortholog_one2one","ENSOCUG00000014967","CLDN18","ortholog_one2one"
"ENSMODG00000018551","DZIP1L","ENSDNOG00000019147","DZIP1L","ortholog_one2one","ENSOCUG00000003991","DZIP1L","ortholog_one2one"
"ENSMODG00000013850","JMJD4","ENSDNOG00000048659","JMJD4","ortholog_one2one","ENSOCUG00000023657","JMJD4","ortholog_one2one"
"ENSMODG00000013844","SNAP47","ENSDNOG00000043058","SNAP47","ortholog_one2one","ENSOCUG00000006360","SNAP47","ortholog_one2one"
"ENSMODG00000018553","A4GNT","ENSDNOG00000019804","A4GNT","ortholog_one2one","ENSOCUG00000004002","A4GNT","ortholog_one2one"
"ENSMODG00000027354","PRSS56","ENSDNOG00000043498","PRSS56","ortholog_one2one","ENSOCUG00000027718","PRSS56","ortholog_one2one"
"ENSMODG00000020337","ZP1","ENSDNOG00000005776","ZP1","ortholog_one2one","ENSOCUG00000015673","ZP1","ortholog_one2one"
"ENSMODG00000018554","DBR1","ENSDNOG00000043630","DBR1","ortholog_one2one","ENSOCUG00000015129","DBR1","ortholog_one2one"
"ENSMODG00000020338","PRPF19","ENSDNOG00000005797","PRPF19","ortholog_one2one","ENSOCUG00000015689","PRPF19","ortholog_one2one"
"ENSMODG00000020339","TMEM109","ENSDNOG00000037190","TMEM109","ortholog_one2one","ENSOCUG00000015708","TMEM109","ortholog_one2one"
"ENSMODG00000013820","WNT9A","ENSDNOG00000007791","WNT9A","ortholog_one2one","ENSOCUG00000026170","WNT9A","ortholog_one2one"
"ENSMODG00000018559","ARMC8","ENSDNOG00000012301","ARMC8","ortholog_one2one","ENSOCUG00000015134","ARMC8","ortholog_one2one"
"ENSMODG00000013810","WNT3A","ENSDNOG00000037172","WNT3A","ortholog_one2one","ENSOCUG00000004048","WNT3A","ortholog_one2one"
"ENSMODG00000013804","ARF1","ENSDNOG00000049038","ARF1","ortholog_one2one","ENSOCUG00000023645","ARF1","ortholog_one2one"
"ENSMODG00000020341","CD6","ENSDNOG00000038569","CD6","ortholog_one2one","ENSOCUG00000012464","CD6","ortholog_one2one"
"ENSMODG00000018564","NME9","ENSDNOG00000017421","NME9","ortholog_one2one","ENSOCUG00000015151","NME9","ortholog_one2one"
"ENSMODG00000020343","VPS37C","ENSDNOG00000042931","VPS37C","ortholog_one2one","ENSOCUG00000004693","VPS37C","ortholog_one2one"
"ENSMODG00000018569","ESYT3","ENSDNOG00000018666","ESYT3","ortholog_one2one","ENSOCUG00000009461","ESYT3","ortholog_one2one"
"ENSMODG00000010586","MAPRE2","ENSDNOG00000013080","MAPRE2","ortholog_one2one","ENSOCUG00000003781","MAPRE2","ortholog_one2one"
"ENSMODG00000013773","IBA57","ENSDNOG00000023608","IBA57","ortholog_one2one","ENSOCUG00000024934","IBA57","ortholog_one2one"
"ENSMODG00000010667","DTNA","ENSDNOG00000010172","DTNA","ortholog_one2one","ENSOCUG00000003773","DTNA","ortholog_one2one"
"ENSMODG00000018576","FAIM","ENSDNOG00000048150","FAIM","ortholog_one2one","ENSOCUG00000009724","FAIM","ortholog_one2one"
"ENSMODG00000020353","DDB1","ENSDNOG00000014884","DDB1","ortholog_one2one","ENSOCUG00000001667","DDB1","ortholog_one2one"
"ENSMODG00000010764","NOL4","ENSDNOG00000047588","NOL4","ortholog_one2one","ENSOCUG00000007908","NOL4","ortholog_one2one"
"ENSMODG00000006591","PITRM1","ENSDNOG00000007978","PITRM1","ortholog_one2one","ENSOCUG00000011052","PITRM1","ortholog_one2one"
"ENSMODG00000010795","ASXL3","ENSDNOG00000036727","ASXL3","ortholog_one2one","ENSOCUG00000010832","ASXL3","ortholog_one2one"
"ENSMODG00000006714","KLF6","ENSDNOG00000046042","KLF6","ortholog_one2one","ENSOCUG00000002470","KLF6","ortholog_one2one"
"ENSMODG00000018598","MRPS22","ENSDNOG00000019339","MRPS22","ortholog_one2one","ENSOCUG00000001119","MRPS22","ortholog_one2one"
"ENSMODG00000010808","KLHL14","ENSDNOG00000046541","KLHL14","ortholog_one2one","ENSOCUG00000008583","KLHL14","ortholog_one2one"
"ENSMODG00000006728","","ENSDNOG00000038473","","ortholog_one2one","ENSOCUG00000008010","","ortholog_one2one"
"ENSMODG00000018602","RBP2","ENSDNOG00000013605","RBP2","ortholog_one2one","ENSOCUG00000008146","RBP2","ortholog_one2one"
"ENSMODG00000010821","GAREM","ENSDNOG00000036631","GAREM","ortholog_one2one","ENSOCUG00000013761","GAREM","ortholog_one2one"
"ENSMODG00000006737","FZD8","ENSDNOG00000034325","FZD8","ortholog_one2one","ENSOCUG00000029019","FZD8","ortholog_one2one"
"ENSMODG00000018603","RBP1","ENSDNOG00000025423","RBP1","ortholog_one2one","ENSOCUG00000023550","RBP1","ortholog_one2one"
"ENSMODG00000013724","ZNF473","ENSDNOG00000049625","ZNF473","ortholog_one2one","ENSOCUG00000023613","ZNF473","ortholog_one2one"
"ENSMODG00000018604","NMNAT3","ENSDNOG00000041490","NMNAT3","ortholog_one2one","ENSOCUG00000006264","NMNAT3","ortholog_one2one"
"ENSMODG00000010835","MEP1B","ENSDNOG00000012486","MEP1B","ortholog_one2one","ENSOCUG00000013743","MEP1B","ortholog_one2one"
"ENSMODG00000018610","CLSTN2","ENSDNOG00000003077","CLSTN2","ortholog_one2one","ENSOCUG00000002557","CLSTN2","ortholog_one2one"
"ENSMODG00000006764","CCNY","ENSDNOG00000048255","CCNY","ortholog_one2one","ENSOCUG00000021329","CCNY","ortholog_one2one"
"ENSMODG00000006900","CREM","ENSDNOG00000000427","CREM","ortholog_one2one","ENSOCUG00000001657","CREM","ortholog_one2one"
"ENSMODG00000018613","TRIM42","ENSDNOG00000009507","TRIM42","ortholog_one2one","ENSOCUG00000005488","TRIM42","ortholog_one2one"
"ENSMODG00000010864","RNF125","ENSDNOG00000038672","RNF125","ortholog_one2one","ENSOCUG00000007197","RNF125","ortholog_one2one"
"ENSMODG00000010874","TRAPPC8","ENSDNOG00000006923","TRAPPC8","ortholog_one2one","ENSOCUG00000013300","TRAPPC8","ortholog_one2one"
"ENSMODG00000020356","DAK","ENSDNOG00000014918","DAK","ortholog_one2one","ENSOCUG00000001673","DAK","ortholog_one2one"
"ENSMODG00000020358","CYB561A3","ENSDNOG00000048434","CYB561A3","ortholog_one2one","ENSOCUG00000001677","CYB561A3","ortholog_one2one"
"ENSMODG00000007069","PARD3","ENSDNOG00000002484","PARD3","ortholog_one2one","ENSOCUG00000000455","PARD3","ortholog_one2one"
"ENSMODG00000020360","TMEM138","ENSDNOG00000034054","TMEM138","ortholog_one2one","ENSOCUG00000001681","TMEM138","ortholog_one2one"
"ENSMODG00000020364","CPSF7","ENSDNOG00000018517","CPSF7","ortholog_one2one","ENSOCUG00000024726","CPSF7","ortholog_one2one"
"ENSMODG00000007439","NRP1","ENSDNOG00000019855","NRP1","ortholog_one2one","ENSOCUG00000004579","NRP1","ortholog_one2one"
"ENSMODG00000018625","ACPL2","ENSDNOG00000045727","ACPL2","ortholog_one2one","ENSOCUG00000007855","ACPL2","ortholog_one2one"
"ENSMODG00000010919","B4GALT6","ENSDNOG00000049017","B4GALT6","ortholog_one2one","ENSOCUG00000013287","B4GALT6","ortholog_one2one"
"ENSMODG00000024966","GPR148","ENSDNOG00000013534","GPR148","ortholog_one2one","ENSOCUG00000010879","GPR148","ortholog_one2one"
"ENSMODG00000010932","TTR","ENSDNOG00000033960","TTR","ortholog_one2one","ENSOCUG00000017348","TTR","ortholog_one2one"
"ENSMODG00000010945","DSG2","ENSDNOG00000005955","DSG2","ortholog_one2one","ENSOCUG00000007355","DSG2","ortholog_one2one"
"ENSMODG00000018626","AMER3","ENSDNOG00000043260","AMER3","ortholog_one2one","ENSOCUG00000001909","AMER3","ortholog_one2one"
"ENSMODG00000018631","ARHGEF4","ENSDNOG00000040143","ARHGEF4","ortholog_one2one","ENSOCUG00000017253","ARHGEF4","ortholog_one2one"
"ENSMODG00000020368","PPP1R32","ENSDNOG00000045881","PPP1R32","ortholog_one2one","ENSOCUG00000000055","PPP1R32","ortholog_one2one"
"ENSMODG00000011018","DSG3","ENSDNOG00000009701","DSG3","ortholog_one2one","ENSOCUG00000007348","DSG3","ortholog_one2one"
"ENSMODG00000020369","LRRC10B","ENSDNOG00000019407","LRRC10B","ortholog_one2one","ENSOCUG00000014581","LRRC10B","ortholog_one2one"
"ENSMODG00000011042","DSG1","ENSDNOG00000019391","DSG1","ortholog_one2one","ENSOCUG00000006498","DSG1","ortholog_one2one"
"ENSMODG00000007494","FADS2","ENSDNOG00000036583","FADS2","ortholog_one2one","ENSOCUG00000003499","FADS2","ortholog_one2one"
"ENSMODG00000007513","FADS3","ENSDNOG00000023734","FADS3","ortholog_one2one","ENSOCUG00000014364","FADS3","ortholog_one2one"
"ENSMODG00000011082","DSC1","ENSDNOG00000010752","DSC1","ortholog_one2one","ENSOCUG00000012534","DSC1","ortholog_one2one"
"ENSMODG00000007571","BEST1","ENSDNOG00000031073","BEST1","ortholog_one2one","ENSOCUG00000014092","BEST1","ortholog_one2one"
"ENSMODG00000018634","PLEKHB2","ENSDNOG00000036123","PLEKHB2","ortholog_one2one","ENSOCUG00000024282","PLEKHB2","ortholog_one2one"
"ENSMODG00000007604","EPC1","ENSDNOG00000005698","EPC1","ortholog_one2one","ENSOCUG00000000789","EPC1","ortholog_one2one"
"ENSMODG00000013599","CCDC13","ENSDNOG00000046610","CCDC13","ortholog_one2one","ENSOCUG00000013166","CCDC13","ortholog_one2one"
"ENSMODG00000013585","KLHL40","ENSDNOG00000030694","KLHL40","ortholog_one2one","ENSOCUG00000013151","KLHL40","ortholog_one2one"
"ENSMODG00000011103","DSC2","ENSDNOG00000010723","DSC2","ortholog_one2one","ENSOCUG00000012518","DSC2","ortholog_one2one"
"ENSMODG00000013582","ZBTB47","ENSDNOG00000045092","ZBTB47","ortholog_one2one","ENSOCUG00000020899","ZBTB47","ortholog_one2one"
"ENSMODG00000011124","DSC3","ENSDNOG00000010690","DSC3","ortholog_one2one","ENSOCUG00000029143","DSC3","ortholog_one2one"
"ENSMODG00000013574","NKTR","ENSDNOG00000001504","NKTR","ortholog_one2one","ENSOCUG00000013128","NKTR","ortholog_one2one"
"ENSMODG00000020072","ERAP1","ENSDNOG00000012759","ERAP1","ortholog_one2one","ENSOCUG00000007820","ERAP1","ortholog_one2one"
"ENSMODG00000022965","SEC22C","ENSDNOG00000039325","SEC22C","ortholog_one2one","ENSOCUG00000013119","SEC22C","ortholog_one2one"
"ENSMODG00000013563","VIPR1","ENSDNOG00000002057","VIPR1","ortholog_one2one","ENSOCUG00000013106","VIPR1","ortholog_one2one"
"ENSMODG00000020075","CAST","ENSDNOG00000012728","CAST","ortholog_one2one","ENSOCUG00000007802","CAST","ortholog_one2one"
"ENSMODG00000020079","PCSK1","ENSDNOG00000011985","PCSK1","ortholog_one2one","ENSOCUG00000012155","PCSK1","ortholog_one2one"
"ENSMODG00000007760","KIF5B","ENSDNOG00000016079","KIF5B","ortholog_one2one","ENSOCUG00000017493","KIF5B","ortholog_one2one"
"ENSMODG00000020089","RHOBTB3","ENSDNOG00000006568","RHOBTB3","ortholog_one2one","ENSOCUG00000015845","RHOBTB3","ortholog_one2one"
"ENSMODG00000018639","HS6ST1","ENSDNOG00000006252","HS6ST1","ortholog_one2one","ENSOCUG00000013158","HS6ST1","ortholog_one2one"
"ENSMODG00000013475","UQCRC1","ENSDNOG00000009838","UQCRC1","ortholog_one2one","ENSOCUG00000002041","UQCRC1","ortholog_one2one"
"ENSMODG00000007821","ARHGAP12","ENSDNOG00000044412","ARHGAP12","ortholog_one2one","ENSOCUG00000015950","ARHGAP12","ortholog_one2one"
"ENSMODG00000007847","ZEB1","ENSDNOG00000016748","ZEB1","ortholog_one2one","ENSOCUG00000006516","ZEB1","ortholog_one2one"
"ENSMODG00000007859","ZNF438","ENSDNOG00000000365","ZNF438","ortholog_one2one","ENSOCUG00000021182","ZNF438","ortholog_one2one"
