"mdom_ensembl_gid","mdom_feature_length"
"ENSMODG00000003572",3193
"ENSMODG00000003574",3841
"ENSMODG00000003575",2896
"ENSMODG00000003576",6568
"ENSMODG00000003577",951
"ENSMODG00000003578",6333
"ENSMODG00000003579",3243
"ENSMODG00000003581",2520
"ENSMODG00000003582",4095
"ENSMODG00000003584",2003
"ENSMODG00000003585",1515
"ENSMODG00000003586",951
"ENSMODG00000003587",2083
"ENSMODG00000003588",1744
"ENSMODG00000003590",519
"ENSMODG00000003591",2091
"ENSMODG00000003592",786
"ENSMODG00000003593",4913
"ENSMODG00000003594",852
"ENSMODG00000003595",2474
"ENSMODG00000003597",3763
"ENSMODG00000003598",1179
"ENSMODG00000003599",1620
"ENSMODG00000003600",2271
"ENSMODG00000003602",1275
"ENSMODG00000003603",2086
"ENSMODG00000003605",804
"ENSMODG00000003606",4710
"ENSMODG00000003607",6174
"ENSMODG00000003608",1742
"ENSMODG00000003609",951
"ENSMODG00000003610",4122
"ENSMODG00000003611",1626
"ENSMODG00000003612",1803
"ENSMODG00000003613",1128
"ENSMODG00000003614",522
"ENSMODG00000003615",15135
"ENSMODG00000003616",2224
"ENSMODG00000003618",3129
"ENSMODG00000003619",5648
"ENSMODG00000003620",2650
"ENSMODG00000003621",540
"ENSMODG00000003622",1902
"ENSMODG00000003623",891
"ENSMODG00000003626",4145
"ENSMODG00000003627",2872
"ENSMODG00000003628",495
"ENSMODG00000003629",3272
"ENSMODG00000003631",2137
"ENSMODG00000003633",2809
"ENSMODG00000003634",9830
"ENSMODG00000003635",1740.5
"ENSMODG00000003637",3827
"ENSMODG00000003638",966
"ENSMODG00000003639",2976
"ENSMODG00000003640",1836
"ENSMODG00000003641",2148
"ENSMODG00000003642",1710
"ENSMODG00000003643",903
"ENSMODG00000003644",1229
"ENSMODG00000003646",2264
"ENSMODG00000003647",2796
"ENSMODG00000003648",744
"ENSMODG00000003649",1023
"ENSMODG00000003650",1407
"ENSMODG00000003651",2566
"ENSMODG00000003652",2016
"ENSMODG00000003654",1053
"ENSMODG00000003655",2910
"ENSMODG00000003657",849
"ENSMODG00000003658",1626
"ENSMODG00000003663",636
"ENSMODG00000003664",3606
"ENSMODG00000003666",576
"ENSMODG00000003667",555
"ENSMODG00000003668",816
"ENSMODG00000003669",3631
"ENSMODG00000003670",6468
"ENSMODG00000003673",411
"ENSMODG00000003674",3393
"ENSMODG00000003675",2448
"ENSMODG00000003676",4330
"ENSMODG00000003677",4387
"ENSMODG00000003679",1530
"ENSMODG00000003680",636
"ENSMODG00000003683",567
"ENSMODG00000003685",2923
"ENSMODG00000003686",804
"ENSMODG00000003687",2561
"ENSMODG00000003688",5408
"ENSMODG00000003689",3802.5
"ENSMODG00000003690",7867
"ENSMODG00000003691",1701
"ENSMODG00000003692",3251.5
"ENSMODG00000003693",4319
"ENSMODG00000003694",693
"ENSMODG00000003695",1173
"ENSMODG00000003696",2506
"ENSMODG00000003697",1233
"ENSMODG00000003698",1473
"ENSMODG00000003699",915
"ENSMODG00000003700",1194
"ENSMODG00000003701",1403
"ENSMODG00000003702",2400
"ENSMODG00000003703",8181.5
"ENSMODG00000003704",2970
"ENSMODG00000003705",5088
"ENSMODG00000003706",2501
"ENSMODG00000003707",555
"ENSMODG00000003708",3466
"ENSMODG00000003709",576
"ENSMODG00000003710",4819
"ENSMODG00000003711",1599
"ENSMODG00000003712",1902
"ENSMODG00000003714",3111
"ENSMODG00000003715",2397
"ENSMODG00000003716",2400
"ENSMODG00000003717",3003
"ENSMODG00000003718",1725
"ENSMODG00000003719",1426.5
"ENSMODG00000003720",1321
"ENSMODG00000003722",2691
"ENSMODG00000003723",1565
"ENSMODG00000003725",3099
"ENSMODG00000003726",3067
"ENSMODG00000003728",462
"ENSMODG00000003729",888
"ENSMODG00000003730",1538
"ENSMODG00000003731",5528
"ENSMODG00000003732",540
"ENSMODG00000003733",444
"ENSMODG00000003734",5479
"ENSMODG00000003735",2013
"ENSMODG00000003736",6905
"ENSMODG00000003737",3017
"ENSMODG00000003738",852
"ENSMODG00000003739",6778
"ENSMODG00000003740",7803
"ENSMODG00000003741",951
"ENSMODG00000003742",612
"ENSMODG00000003743",2355
"ENSMODG00000003744",1820
"ENSMODG00000003745",4333
"ENSMODG00000003746",1362
"ENSMODG00000003748",3961
"ENSMODG00000003749",1008
"ENSMODG00000003750",864
"ENSMODG00000003753",7315
"ENSMODG00000003754",2985
"ENSMODG00000003755",1504.5
"ENSMODG00000003756",3755
"ENSMODG00000003757",2386
"ENSMODG00000003758",351
"ENSMODG00000003761",1599
"ENSMODG00000003762",1203
"ENSMODG00000003763",5029
"ENSMODG00000003764",234
"ENSMODG00000003765",852
"ENSMODG00000003766",2717
"ENSMODG00000003767",2468
"ENSMODG00000003768",847.5
"ENSMODG00000003769",351
"ENSMODG00000003770",933
"ENSMODG00000003771",1226
"ENSMODG00000003772",8684
"ENSMODG00000003773",4754
"ENSMODG00000003774",831
"ENSMODG00000003778",4285
"ENSMODG00000003779",3227
"ENSMODG00000003781",1954
"ENSMODG00000003782",2398
"ENSMODG00000003784",1473
"ENSMODG00000003785",582
"ENSMODG00000003787",2147
"ENSMODG00000003789",5796
"ENSMODG00000003790",2951
"ENSMODG00000003791",4624
"ENSMODG00000003792",882
"ENSMODG00000003795",3410
"ENSMODG00000003796",5481
"ENSMODG00000003797",933
"ENSMODG00000003798",4313
"ENSMODG00000003799",1628
"ENSMODG00000003800",1170
"ENSMODG00000003801",2653.5
"ENSMODG00000003802",4287
"ENSMODG00000003804",5943
"ENSMODG00000003805",2012
"ENSMODG00000003806",1920
"ENSMODG00000003807",2619
"ENSMODG00000003808",3511
"ENSMODG00000003809",672
"ENSMODG00000003811",423
"ENSMODG00000003813",2870
"ENSMODG00000003814",11535
"ENSMODG00000003815",5854
"ENSMODG00000003816",1289
"ENSMODG00000003817",927
"ENSMODG00000003818",2387
"ENSMODG00000003819",1743
"ENSMODG00000003820",916
"ENSMODG00000003821",3044
"ENSMODG00000003822",2448
"ENSMODG00000003824",1905
"ENSMODG00000003825",2525
"ENSMODG00000003828",2853
"ENSMODG00000003829",3956
"ENSMODG00000003830",4280
"ENSMODG00000003831",8228
"ENSMODG00000003833",6217
"ENSMODG00000003834",5195
"ENSMODG00000003838",361
"ENSMODG00000003840",705
"ENSMODG00000003841",657
"ENSMODG00000003842",2277
"ENSMODG00000003843",1996
"ENSMODG00000003845",5343
"ENSMODG00000003846",6156
"ENSMODG00000003848",489
"ENSMODG00000003849",2167
"ENSMODG00000003850",1042.5
"ENSMODG00000003852",735
"ENSMODG00000003854",5337
"ENSMODG00000003855",1731
"ENSMODG00000003856",1488
"ENSMODG00000003857",5099
"ENSMODG00000003859",969
"ENSMODG00000003861",4158
"ENSMODG00000003862",2381
"ENSMODG00000003864",2813
"ENSMODG00000003865",2629
"ENSMODG00000003866",12149
"ENSMODG00000003867",2606
"ENSMODG00000003869",1773
"ENSMODG00000003871",3046
"ENSMODG00000003873",813
"ENSMODG00000003874",2774
"ENSMODG00000003875",2314
"ENSMODG00000003877",510
"ENSMODG00000003880",1425
"ENSMODG00000003881",2605
"ENSMODG00000003882",7192
"ENSMODG00000003883",830
"ENSMODG00000003884",7011
"ENSMODG00000003885",327
"ENSMODG00000003886",2770
"ENSMODG00000003887",948
"ENSMODG00000003888",3103.5
"ENSMODG00000003889",427
"ENSMODG00000003890",223
"ENSMODG00000003891",1257
"ENSMODG00000003892",2496
"ENSMODG00000003893",3273
"ENSMODG00000003894",1269
"ENSMODG00000003895",342
"ENSMODG00000003896",5231
"ENSMODG00000003897",1587
"ENSMODG00000003898",1551
"ENSMODG00000003899",712.5
"ENSMODG00000003900",636
"ENSMODG00000003901",951
"ENSMODG00000003902",1089
"ENSMODG00000003903",6746
"ENSMODG00000003904",1298
"ENSMODG00000003907",1591
"ENSMODG00000003909",2415
"ENSMODG00000003910",394.5
"ENSMODG00000003911",444
"ENSMODG00000003913",2458
"ENSMODG00000003914",1092
"ENSMODG00000003915",5342
"ENSMODG00000003917",439
"ENSMODG00000003918",4496
"ENSMODG00000003919",2020.5
"ENSMODG00000003920",7935
"ENSMODG00000003921",4812
"ENSMODG00000003922",952
"ENSMODG00000003923",792
"ENSMODG00000003925",4743
"ENSMODG00000003926",2585
"ENSMODG00000003927",1092
"ENSMODG00000003928",1226
"ENSMODG00000003929",1803
"ENSMODG00000003931",2101
"ENSMODG00000003932",1362
"ENSMODG00000003934",2108
"ENSMODG00000003935",20267
"ENSMODG00000003936",4043
"ENSMODG00000003937",2178
"ENSMODG00000003938",573
"ENSMODG00000003939",14421
"ENSMODG00000003940",5288
"ENSMODG00000003942",736
"ENSMODG00000003943",4957
"ENSMODG00000003944",1813
"ENSMODG00000003945",5925
"ENSMODG00000003946",1567
"ENSMODG00000003947",3165
"ENSMODG00000003951",4339
"ENSMODG00000003952",2655
"ENSMODG00000003953",2753
"ENSMODG00000003955",1146
"ENSMODG00000003956",6975
"ENSMODG00000003958",8541
"ENSMODG00000003959",4571
"ENSMODG00000003960",3017
"ENSMODG00000003961",3985
"ENSMODG00000003962",4128
"ENSMODG00000003963",1454
"ENSMODG00000003964",4377
"ENSMODG00000003966",2963
"ENSMODG00000003967",3434
"ENSMODG00000003968",3508
"ENSMODG00000003969",3944
"ENSMODG00000003970",654
"ENSMODG00000003972",465
"ENSMODG00000003974",531
"ENSMODG00000003975",693
"ENSMODG00000003976",1563
"ENSMODG00000003977",6290
"ENSMODG00000003978",905
"ENSMODG00000003979",7304
"ENSMODG00000003980",1629
"ENSMODG00000003982",990
"ENSMODG00000003983",4797
"ENSMODG00000003984",1197
"ENSMODG00000003985",3746
"ENSMODG00000003986",4948
"ENSMODG00000003987",711
"ENSMODG00000003988",4798
"ENSMODG00000003989",2280
"ENSMODG00000003990",6195
"ENSMODG00000003991",5982
"ENSMODG00000003992",4065
"ENSMODG00000003993",2870
"ENSMODG00000003994",3901
"ENSMODG00000003995",3066
"ENSMODG00000003997",4998
"ENSMODG00000003998",858
"ENSMODG00000003999",3680
"ENSMODG00000004001",615
"ENSMODG00000004002",2632
"ENSMODG00000004003",444
"ENSMODG00000004006",2262
"ENSMODG00000004007",1441
"ENSMODG00000004010",8258
"ENSMODG00000004011",5058
"ENSMODG00000004012",5634
"ENSMODG00000004013",2721
"ENSMODG00000004015",1850
"ENSMODG00000004016",5156
"ENSMODG00000004017",6401
"ENSMODG00000004018",498
"ENSMODG00000004020",1632
"ENSMODG00000004022",4678
"ENSMODG00000004024",401
"ENSMODG00000004026",847
"ENSMODG00000004027",1113
"ENSMODG00000004028",5481
"ENSMODG00000004029",2134.5
"ENSMODG00000004030",2913
"ENSMODG00000004031",437
"ENSMODG00000004032",1748
"ENSMODG00000004033",618
"ENSMODG00000004034",10647
"ENSMODG00000004035",603
"ENSMODG00000004036",6264
"ENSMODG00000004037",1302
"ENSMODG00000004038",5099
"ENSMODG00000004039",753
"ENSMODG00000004040",4354
"ENSMODG00000004041",543
"ENSMODG00000004044",4514
"ENSMODG00000004045",4865
"ENSMODG00000004046",1520
"ENSMODG00000004047",4714
"ENSMODG00000004049",1041
"ENSMODG00000004050",4569
"ENSMODG00000004051",1693
"ENSMODG00000004052",2034
"ENSMODG00000004053",1740
"ENSMODG00000004054",999
"ENSMODG00000004055",2641
"ENSMODG00000004056",501
"ENSMODG00000004057",5364
"ENSMODG00000004058",3611
"ENSMODG00000004059",3641
"ENSMODG00000004060",2481
"ENSMODG00000004062",2335
"ENSMODG00000004063",3074
"ENSMODG00000004064",2303
"ENSMODG00000004065",4985
"ENSMODG00000004066",2229
"ENSMODG00000004068",787
"ENSMODG00000004069",1479
"ENSMODG00000004070",3633.5
"ENSMODG00000004072",1485
"ENSMODG00000004073",1323
"ENSMODG00000004074",3066
"ENSMODG00000004075",1232
"ENSMODG00000004076",1891
"ENSMODG00000004077",759
"ENSMODG00000004078",1095
"ENSMODG00000004079",1098
"ENSMODG00000004080",468
"ENSMODG00000004083",1697
"ENSMODG00000004084",870
"ENSMODG00000004085",342
"ENSMODG00000004086",612
"ENSMODG00000004087",3841
"ENSMODG00000004088",1482
"ENSMODG00000004090",711
"ENSMODG00000004091",1887
"ENSMODG00000004092",2849
"ENSMODG00000004093",657
"ENSMODG00000004095",1697
"ENSMODG00000004096",8236
"ENSMODG00000004098",1511.5
"ENSMODG00000004099",4024
"ENSMODG00000004100",2959
"ENSMODG00000004101",945
"ENSMODG00000004102",1219
"ENSMODG00000004103",912
"ENSMODG00000004105",1361
"ENSMODG00000004106",2558
"ENSMODG00000004107",11320
"ENSMODG00000004108",3177
"ENSMODG00000004109",342
"ENSMODG00000004110",1884
"ENSMODG00000004113",16624
"ENSMODG00000004114",1687.5
"ENSMODG00000004115",789
"ENSMODG00000004116",3130
"ENSMODG00000004117",1014
"ENSMODG00000004118",255
"ENSMODG00000004119",6402
"ENSMODG00000004120",999
"ENSMODG00000004122",6276
"ENSMODG00000004124",3915
"ENSMODG00000004125",1950
"ENSMODG00000004126",3029
"ENSMODG00000004127",944
"ENSMODG00000004129",2596
"ENSMODG00000004130",2701
"ENSMODG00000004131",1332
"ENSMODG00000004132",171
"ENSMODG00000004133",2637
"ENSMODG00000004134",513
"ENSMODG00000004135",1531
"ENSMODG00000004137",1892
"ENSMODG00000004138",7719
"ENSMODG00000004139",1014
"ENSMODG00000004140",1204
"ENSMODG00000004142",6031
"ENSMODG00000004143",4174
"ENSMODG00000004145",1941
"ENSMODG00000004147",2016
"ENSMODG00000004148",5679
"ENSMODG00000004149",1272
"ENSMODG00000004151",1542
"ENSMODG00000004153",7476
"ENSMODG00000004154",2730
"ENSMODG00000004155",4190
"ENSMODG00000004158",1849
"ENSMODG00000004159",5089
"ENSMODG00000004160",756
"ENSMODG00000004162",4253
"ENSMODG00000004163",5428
"ENSMODG00000004164",3975
"ENSMODG00000004165",891
"ENSMODG00000004166",10364
"ENSMODG00000004168",2814
"ENSMODG00000004169",3284
"ENSMODG00000004170",987
"ENSMODG00000004171",7445
"ENSMODG00000004172",3821
"ENSMODG00000004173",7609
"ENSMODG00000004174",690
"ENSMODG00000004175",516
"ENSMODG00000004176",586
"ENSMODG00000004177",1140
"ENSMODG00000004179",4944
"ENSMODG00000004180",1068
"ENSMODG00000004181",6668
"ENSMODG00000004182",3378
"ENSMODG00000004183",2460
"ENSMODG00000004184",1696
"ENSMODG00000004185",1251
"ENSMODG00000004186",2448
"ENSMODG00000004188",4802
"ENSMODG00000004189",1197
"ENSMODG00000004190",2438
"ENSMODG00000004191",3588
"ENSMODG00000004192",3210.5
"ENSMODG00000004194",7852
"ENSMODG00000004195",2451
"ENSMODG00000004196",1349
"ENSMODG00000004198",4004
"ENSMODG00000004199",2810
"ENSMODG00000004200",1434
"ENSMODG00000004202",1431
"ENSMODG00000004204",402
"ENSMODG00000004205",822
"ENSMODG00000004206",513
"ENSMODG00000004207",1023
"ENSMODG00000004209",3700
"ENSMODG00000004211",4193
"ENSMODG00000004213",1551
"ENSMODG00000004214",1047
"ENSMODG00000004216",3513
"ENSMODG00000004217",1411
"ENSMODG00000004219",678
"ENSMODG00000004220",582
"ENSMODG00000004221",1587
"ENSMODG00000004222",2128
"ENSMODG00000004223",575
"ENSMODG00000004225",7459
"ENSMODG00000004227",1853
"ENSMODG00000004228",1671
"ENSMODG00000004229",2138.5
"ENSMODG00000004230",600
"ENSMODG00000004231",812
"ENSMODG00000004232",951
"ENSMODG00000004233",1286
"ENSMODG00000004236",1925
"ENSMODG00000004237",3511
"ENSMODG00000004238",978
"ENSMODG00000004240",4510
"ENSMODG00000004241",3043
"ENSMODG00000004242",2176
"ENSMODG00000004243",1007
"ENSMODG00000004244",7695
"ENSMODG00000004245",936
"ENSMODG00000004246",2305
"ENSMODG00000004247",2902
"ENSMODG00000004248",4447
"ENSMODG00000004250",5794
"ENSMODG00000004251",2859
"ENSMODG00000004252",5831
"ENSMODG00000004253",2934
"ENSMODG00000004254",1110
"ENSMODG00000004255",6012
"ENSMODG00000004257",2195
"ENSMODG00000004258",528
"ENSMODG00000004259",2820
"ENSMODG00000004260",4555
"ENSMODG00000004263",2950.5
"ENSMODG00000004264",1392
"ENSMODG00000004267",1182
"ENSMODG00000004268",6186
"ENSMODG00000004269",5096
"ENSMODG00000004271",6182
"ENSMODG00000004273",3262
"ENSMODG00000004274",5136
"ENSMODG00000004275",1984
"ENSMODG00000004276",639
"ENSMODG00000004277",1273
"ENSMODG00000004278",2986
"ENSMODG00000004279",1542
"ENSMODG00000004280",2145.5
"ENSMODG00000004282",2658
"ENSMODG00000004283",774
"ENSMODG00000004284",3387
"ENSMODG00000004285",792
"ENSMODG00000004286",4596
"ENSMODG00000004287",3996
"ENSMODG00000004288",5137
"ENSMODG00000004289",3478
"ENSMODG00000004290",3489
"ENSMODG00000004291",909
"ENSMODG00000004292",5549
"ENSMODG00000004294",2949
"ENSMODG00000004295",1431
"ENSMODG00000004296",3478
"ENSMODG00000004297",2254
"ENSMODG00000004298",4069
"ENSMODG00000004300",1405
"ENSMODG00000004302",297
"ENSMODG00000004303",5240
"ENSMODG00000004304",786
"ENSMODG00000004305",5100
"ENSMODG00000004306",6091
"ENSMODG00000004307",5210
"ENSMODG00000004308",5982
"ENSMODG00000004309",609
"ENSMODG00000004310",2980
"ENSMODG00000004311",3127
"ENSMODG00000004312",1982
"ENSMODG00000004313",5377
"ENSMODG00000004315",8724
"ENSMODG00000004318",1179
"ENSMODG00000004320",4457
"ENSMODG00000004322",1202
"ENSMODG00000004323",7609
"ENSMODG00000004326",2436
"ENSMODG00000004328",4133
"ENSMODG00000004329",1428
"ENSMODG00000004331",4962
"ENSMODG00000004332",1696
"ENSMODG00000004334",708
"ENSMODG00000004336",2384
"ENSMODG00000004337",4580
"ENSMODG00000004338",798
"ENSMODG00000004339",5017
"ENSMODG00000004340",2568
"ENSMODG00000004341",1671
"ENSMODG00000004343",6604
"ENSMODG00000004345",3707
"ENSMODG00000004347",1035
"ENSMODG00000004349",3489
"ENSMODG00000004350",1659
"ENSMODG00000004351",1167
"ENSMODG00000004352",3229
"ENSMODG00000004353",1470
"ENSMODG00000004354",2526
"ENSMODG00000004355",2676
"ENSMODG00000004356",1334
"ENSMODG00000004357",3160
"ENSMODG00000004358",1907
"ENSMODG00000004359",6431
"ENSMODG00000004360",8790
"ENSMODG00000004361",4349
"ENSMODG00000004362",2466
"ENSMODG00000004363",1002
"ENSMODG00000004364",6145
"ENSMODG00000004365",6313
"ENSMODG00000004366",3406
"ENSMODG00000004367",2374
"ENSMODG00000004368",2077
"ENSMODG00000004370",1017
"ENSMODG00000004371",2787
"ENSMODG00000004372",6733
"ENSMODG00000004373",288
"ENSMODG00000004374",888
"ENSMODG00000004375",1280.5
"ENSMODG00000004376",6465
"ENSMODG00000004377",1140
"ENSMODG00000004378",4704
"ENSMODG00000004379",1408
"ENSMODG00000004380",5170
"ENSMODG00000004381",4180
"ENSMODG00000004383",4258
"ENSMODG00000004384",1677
"ENSMODG00000004385",2001
"ENSMODG00000004386",1163
"ENSMODG00000004387",1013
"ENSMODG00000004388",2221
"ENSMODG00000004389",1781
"ENSMODG00000004390",899
"ENSMODG00000004391",2936
"ENSMODG00000004392",5343
"ENSMODG00000004393",1267
"ENSMODG00000004394",2982
"ENSMODG00000004395",3537
"ENSMODG00000004396",789
"ENSMODG00000004397",2265
"ENSMODG00000004398",5294
"ENSMODG00000004399",651
"ENSMODG00000004402",1626
"ENSMODG00000004403",4130
"ENSMODG00000004404",2308
"ENSMODG00000004407",1584
"ENSMODG00000004410",1099
"ENSMODG00000004411",1999
"ENSMODG00000004412",3406
"ENSMODG00000004413",4178
"ENSMODG00000004414",2006
"ENSMODG00000004415",3383
"ENSMODG00000004416",2391.5
"ENSMODG00000004418",1420
"ENSMODG00000004419",5444
"ENSMODG00000004420",1950
"ENSMODG00000004421",918
"ENSMODG00000004422",6366
"ENSMODG00000004423",8010
"ENSMODG00000004424",1221
"ENSMODG00000004425",3708
"ENSMODG00000004426",2121
"ENSMODG00000004427",1542
"ENSMODG00000004428",1339.5
"ENSMODG00000004429",2373
"ENSMODG00000004430",2270
"ENSMODG00000004431",2947
"ENSMODG00000004432",537
"ENSMODG00000004433",4641
"ENSMODG00000004435",2875.5
"ENSMODG00000004436",2874
"ENSMODG00000004437",906
"ENSMODG00000004438",2295
"ENSMODG00000004440",4278
"ENSMODG00000004441",3765
"ENSMODG00000004442",3632
"ENSMODG00000004443",516
"ENSMODG00000004444",4440
"ENSMODG00000004445",1364
"ENSMODG00000004446",5220
"ENSMODG00000004449",2630
"ENSMODG00000004450",2557
"ENSMODG00000004451",1535
"ENSMODG00000004452",1176
"ENSMODG00000004453",1806
"ENSMODG00000004455",3955
"ENSMODG00000004456",1971
"ENSMODG00000004457",2034
"ENSMODG00000004459",1802
"ENSMODG00000004460",1821
"ENSMODG00000004462",1717
"ENSMODG00000004463",3650
"ENSMODG00000004464",1050
"ENSMODG00000004465",2488
"ENSMODG00000004466",1038
"ENSMODG00000004467",4973
"ENSMODG00000004468",1259
"ENSMODG00000004471",2994
"ENSMODG00000004472",3699
"ENSMODG00000004473",1019
"ENSMODG00000004474",2946
"ENSMODG00000004475",3716
"ENSMODG00000004476",6147
"ENSMODG00000004477",2289
"ENSMODG00000004479",3396
"ENSMODG00000004481",6093
"ENSMODG00000004482",3123
"ENSMODG00000004483",3276
"ENSMODG00000004484",1377
"ENSMODG00000004485",318
"ENSMODG00000004486",1539
"ENSMODG00000004487",513
"ENSMODG00000004488",2499
"ENSMODG00000004489",11651
"ENSMODG00000004490",5312
"ENSMODG00000004491",8959
"ENSMODG00000004492",6580.5
"ENSMODG00000004493",391
"ENSMODG00000004494",5003
"ENSMODG00000004495",10213
"ENSMODG00000004496",1845
"ENSMODG00000004497",2482
"ENSMODG00000004498",6087
"ENSMODG00000004499",7728
"ENSMODG00000004500",507
"ENSMODG00000004501",2263
"ENSMODG00000004502",3919
"ENSMODG00000004503",3442
"ENSMODG00000004504",1433
"ENSMODG00000004506",5508
"ENSMODG00000004507",762
"ENSMODG00000004508",7706
"ENSMODG00000004509",1689
"ENSMODG00000004511",2895
"ENSMODG00000004512",345
"ENSMODG00000004513",4211
"ENSMODG00000004514",1197
"ENSMODG00000004515",1338
"ENSMODG00000004516",3776
"ENSMODG00000004517",1101
"ENSMODG00000004518",2030
"ENSMODG00000004519",660
"ENSMODG00000004520",1062
"ENSMODG00000004521",3078
"ENSMODG00000004523",3160
"ENSMODG00000004526",2721
"ENSMODG00000004527",5786
"ENSMODG00000004528",5973
"ENSMODG00000004529",1518
"ENSMODG00000004530",1864
"ENSMODG00000004531",1786
"ENSMODG00000004532",2586
"ENSMODG00000004533",5782
"ENSMODG00000004534",3728
"ENSMODG00000004535",1310
"ENSMODG00000004536",2609
"ENSMODG00000004537",1143
"ENSMODG00000004538",1323
"ENSMODG00000004539",716
"ENSMODG00000004541",1655.5
"ENSMODG00000004542",861
"ENSMODG00000004543",927
"ENSMODG00000004544",5122
"ENSMODG00000004545",2597
"ENSMODG00000004546",1071
"ENSMODG00000004547",2016
"ENSMODG00000004548",8064
"ENSMODG00000004550",1904
"ENSMODG00000004551",477
"ENSMODG00000004552",6885
"ENSMODG00000004553",3511
"ENSMODG00000004554",3956
"ENSMODG00000004555",1052
"ENSMODG00000004556",6073
"ENSMODG00000004557",1512
"ENSMODG00000004558",1168
"ENSMODG00000004559",3835
"ENSMODG00000004560",1982
"ENSMODG00000004561",1422
"ENSMODG00000004562",3347
"ENSMODG00000004563",4206
"ENSMODG00000004565",1743
"ENSMODG00000004568",930
