"dnov_ensembl_gid","dnov_feature_length"
"ENSDNOG00000023659",2586
"ENSDNOG00000023660",1579
"ENSDNOG00000023662",279
"ENSDNOG00000023663",1322
"ENSDNOG00000023665",360
"ENSDNOG00000023668",468
"ENSDNOG00000023669",7580
"ENSDNOG00000023671",2288
"ENSDNOG00000023673",1726
"ENSDNOG00000023675",8442
"ENSDNOG00000023677",927
"ENSDNOG00000023681",6577
"ENSDNOG00000023682",921
"ENSDNOG00000023689",600
"ENSDNOG00000023690",1630
"ENSDNOG00000023692",1982
"ENSDNOG00000023693",624
"ENSDNOG00000023694",1694
"ENSDNOG00000023697",213
"ENSDNOG00000023702",588
"ENSDNOG00000023704",363
"ENSDNOG00000023706",1659.5
"ENSDNOG00000023707",1871
"ENSDNOG00000023713",612
"ENSDNOG00000023715",1179
"ENSDNOG00000023720",3741
"ENSDNOG00000023728",183
"ENSDNOG00000023734",1325
"ENSDNOG00000023741",1790
"ENSDNOG00000023743",2753
"ENSDNOG00000023744",480
"ENSDNOG00000023746",1107
"ENSDNOG00000023747",735
"ENSDNOG00000023748",783
"ENSDNOG00000023751",204
"ENSDNOG00000023754",2408.5
"ENSDNOG00000023756",1279
"ENSDNOG00000023758",1053
"ENSDNOG00000023764",660
"ENSDNOG00000023767",1131
"ENSDNOG00000023772",2178
"ENSDNOG00000023773",844
"ENSDNOG00000023775",1903
"ENSDNOG00000023784",411
"ENSDNOG00000023787",1378.5
"ENSDNOG00000023789",1200
"ENSDNOG00000023791",459
"ENSDNOG00000023792",3493
"ENSDNOG00000023793",810
"ENSDNOG00000023800",2025
"ENSDNOG00000023801",2637
"ENSDNOG00000023803",2379
"ENSDNOG00000023808",2088
"ENSDNOG00000023811",627
"ENSDNOG00000023814",951
"ENSDNOG00000023816",228
"ENSDNOG00000023820",273
"ENSDNOG00000023822",991
"ENSDNOG00000023824",447
"ENSDNOG00000023827",984
"ENSDNOG00000023828",663
"ENSDNOG00000023829",460
"ENSDNOG00000023830",4162
"ENSDNOG00000023832",198
"ENSDNOG00000023834",1682
"ENSDNOG00000023840",927
"ENSDNOG00000023844",1140
"ENSDNOG00000023845",447
"ENSDNOG00000023846",789
"ENSDNOG00000023848",933
"ENSDNOG00000023854",2833
"ENSDNOG00000023861",3697
"ENSDNOG00000023867",1458
"ENSDNOG00000023876",3133
"ENSDNOG00000023877",990
"ENSDNOG00000023883",309
"ENSDNOG00000023888",405
"ENSDNOG00000023889",822
"ENSDNOG00000023895",1230
"ENSDNOG00000023901",2206
"ENSDNOG00000023902",936
"ENSDNOG00000023904",351
"ENSDNOG00000023906",561
"ENSDNOG00000023909",3669
"ENSDNOG00000023911",534
"ENSDNOG00000023921",9897
"ENSDNOG00000023924",756
"ENSDNOG00000023925",270
"ENSDNOG00000023927",1425
"ENSDNOG00000023928",1101
"ENSDNOG00000023932",494
"ENSDNOG00000023934",5295
"ENSDNOG00000023937",1515
"ENSDNOG00000023940",1607
"ENSDNOG00000023941",534
"ENSDNOG00000023944",324
"ENSDNOG00000023947",1237.5
"ENSDNOG00000023948",420
"ENSDNOG00000023949",490.5
"ENSDNOG00000023950",1111
"ENSDNOG00000023951",1329
"ENSDNOG00000023955",1881
"ENSDNOG00000023962",3484
"ENSDNOG00000023964",1782
"ENSDNOG00000023965",522
"ENSDNOG00000023966",1117
"ENSDNOG00000023970",3288
"ENSDNOG00000023971",1311
"ENSDNOG00000023979",3240
"ENSDNOG00000023990",2464
"ENSDNOG00000023993",426
"ENSDNOG00000023995",744
"ENSDNOG00000024001",2757
"ENSDNOG00000024005",2177.5
"ENSDNOG00000024009",1374
"ENSDNOG00000024011",2845
"ENSDNOG00000024013",1762
"ENSDNOG00000024014",957
"ENSDNOG00000024016",7703
"ENSDNOG00000024019",216
"ENSDNOG00000024024",3423
"ENSDNOG00000024026",1527
"ENSDNOG00000024030",2448
"ENSDNOG00000024031",354
"ENSDNOG00000024032",729
"ENSDNOG00000024033",1856
"ENSDNOG00000024041",1278
"ENSDNOG00000024044",816
"ENSDNOG00000024045",2298
"ENSDNOG00000024050",75
"ENSDNOG00000024053",1518
"ENSDNOG00000024055",8707
"ENSDNOG00000024057",3941
"ENSDNOG00000024061",627
"ENSDNOG00000024062",735
"ENSDNOG00000024064",1001
"ENSDNOG00000024066",411
"ENSDNOG00000024067",2470
"ENSDNOG00000024072",4509.5
"ENSDNOG00000024074",2401
"ENSDNOG00000024075",6769
"ENSDNOG00000024080",807
"ENSDNOG00000024084",201
"ENSDNOG00000024087",543
"ENSDNOG00000024097",1326
"ENSDNOG00000024098",708
"ENSDNOG00000024104",1395
"ENSDNOG00000024107",2767
"ENSDNOG00000024109",369
"ENSDNOG00000024120",264
"ENSDNOG00000024136",2071
"ENSDNOG00000024138",516
"ENSDNOG00000024150",321
"ENSDNOG00000024151",402
"ENSDNOG00000024155",575
"ENSDNOG00000024156",5100
"ENSDNOG00000024157",2088
"ENSDNOG00000024158",1990
"ENSDNOG00000024159",1413
"ENSDNOG00000024161",783
"ENSDNOG00000024165",4948.5
"ENSDNOG00000024172",630
"ENSDNOG00000024175",2249
"ENSDNOG00000024176",1718
"ENSDNOG00000024179",891
"ENSDNOG00000024182",1398
"ENSDNOG00000024185",1353
"ENSDNOG00000024194",645
"ENSDNOG00000024196",501
"ENSDNOG00000024200",549
"ENSDNOG00000024203",2592
"ENSDNOG00000024204",660
"ENSDNOG00000024209",1323
"ENSDNOG00000024210",555
"ENSDNOG00000024213",1617
"ENSDNOG00000024216",810
"ENSDNOG00000024217",2613
"ENSDNOG00000024220",948
"ENSDNOG00000024234",282
"ENSDNOG00000024241",714
"ENSDNOG00000024250",1170
"ENSDNOG00000024256",1487
"ENSDNOG00000024257",3613.5
"ENSDNOG00000024258",1278
"ENSDNOG00000024266",651
"ENSDNOG00000024270",748
"ENSDNOG00000024272",1044
"ENSDNOG00000024273",1011
"ENSDNOG00000024275",1296
"ENSDNOG00000024284",210
"ENSDNOG00000024285",1484
"ENSDNOG00000024286",3092
"ENSDNOG00000024290",630
"ENSDNOG00000024291",2741
"ENSDNOG00000024292",3612
"ENSDNOG00000024293",927
"ENSDNOG00000024294",546
"ENSDNOG00000024295",420
"ENSDNOG00000024296",3777
"ENSDNOG00000024299",759
"ENSDNOG00000024303",2179
"ENSDNOG00000024310",2103
"ENSDNOG00000024312",777
"ENSDNOG00000024313",723
"ENSDNOG00000024314",1665
"ENSDNOG00000024317",951
"ENSDNOG00000024321",990
"ENSDNOG00000024322",333
"ENSDNOG00000024325",843
"ENSDNOG00000024327",885
"ENSDNOG00000024330",5817
"ENSDNOG00000024336",2163
"ENSDNOG00000024339",1222
"ENSDNOG00000024341",3117
"ENSDNOG00000024342",378
"ENSDNOG00000024344",1152
"ENSDNOG00000024352",2019
"ENSDNOG00000024355",612
"ENSDNOG00000024361",1535
"ENSDNOG00000024362",267
"ENSDNOG00000024363",1144
"ENSDNOG00000024364",342
"ENSDNOG00000024368",3339.5
"ENSDNOG00000024369",558
"ENSDNOG00000024370",1783
"ENSDNOG00000024373",2902.5
"ENSDNOG00000024378",405
"ENSDNOG00000024383",4122.5
"ENSDNOG00000024386",759
"ENSDNOG00000024389",1414
"ENSDNOG00000024395",4534
"ENSDNOG00000024397",4203
"ENSDNOG00000024400",1557
"ENSDNOG00000024402",771
"ENSDNOG00000024405",1773
"ENSDNOG00000024411",1570
"ENSDNOG00000024420",5884
"ENSDNOG00000024424",939
"ENSDNOG00000024425",387
"ENSDNOG00000024429",2811
"ENSDNOG00000024435",444
"ENSDNOG00000024445",963
"ENSDNOG00000024446",1104
"ENSDNOG00000024451",723
"ENSDNOG00000024452",594
"ENSDNOG00000024461",3817
"ENSDNOG00000024462",1953
"ENSDNOG00000024465",441
"ENSDNOG00000024472",333
"ENSDNOG00000024478",1266
"ENSDNOG00000024479",1599
"ENSDNOG00000024480",765
"ENSDNOG00000024482",474
"ENSDNOG00000024488",996
"ENSDNOG00000024493",900
"ENSDNOG00000024495",669
"ENSDNOG00000024502",1071
"ENSDNOG00000024511",447
"ENSDNOG00000024515",1899
"ENSDNOG00000024518",3199
"ENSDNOG00000024519",7923
"ENSDNOG00000024520",378
"ENSDNOG00000024521",5860
"ENSDNOG00000024523",1399
"ENSDNOG00000024524",519
"ENSDNOG00000024527",319.5
"ENSDNOG00000024528",1295
"ENSDNOG00000024533",1108
"ENSDNOG00000024534",3200
"ENSDNOG00000024536",2104
"ENSDNOG00000024544",6464
"ENSDNOG00000024549",1587
"ENSDNOG00000024551",4451
"ENSDNOG00000024556",249
"ENSDNOG00000024558",914
"ENSDNOG00000024560",921
"ENSDNOG00000024563",1122
"ENSDNOG00000024568",1937
"ENSDNOG00000024569",1464
"ENSDNOG00000024571",4002
"ENSDNOG00000024572",1184
"ENSDNOG00000024574",1335
"ENSDNOG00000024575",728.5
"ENSDNOG00000024576",576
"ENSDNOG00000024579",1047
"ENSDNOG00000024587",1224
"ENSDNOG00000024592",3960
"ENSDNOG00000024593",1244
"ENSDNOG00000024599",1188
"ENSDNOG00000024605",462
"ENSDNOG00000024607",2634
"ENSDNOG00000024609",993
"ENSDNOG00000024612",1104
"ENSDNOG00000024613",3003
"ENSDNOG00000024614",1123
"ENSDNOG00000024619",1995
"ENSDNOG00000024627",582
"ENSDNOG00000024630",210
"ENSDNOG00000024631",5853
"ENSDNOG00000024634",925
"ENSDNOG00000024635",958
"ENSDNOG00000024645",2136
"ENSDNOG00000024647",978
"ENSDNOG00000024649",567
"ENSDNOG00000024656",270
"ENSDNOG00000024661",2430
"ENSDNOG00000024663",1742
"ENSDNOG00000024668",330
"ENSDNOG00000024676",252
"ENSDNOG00000024677",3284
"ENSDNOG00000024679",1201.5
"ENSDNOG00000024683",1482
"ENSDNOG00000024690",2339
"ENSDNOG00000024691",2238
"ENSDNOG00000024692",765
"ENSDNOG00000024694",393
"ENSDNOG00000024695",276
"ENSDNOG00000024696",378
"ENSDNOG00000024697",1334
"ENSDNOG00000024709",1256
"ENSDNOG00000024710",867
"ENSDNOG00000024715",1769
"ENSDNOG00000024718",1702
"ENSDNOG00000024727",5779
"ENSDNOG00000024729",732
"ENSDNOG00000024730",2157
"ENSDNOG00000024734",2581.5
"ENSDNOG00000024736",996
"ENSDNOG00000024741",396
"ENSDNOG00000024744",2436
"ENSDNOG00000024745",825
"ENSDNOG00000024747",561
"ENSDNOG00000024753",2481.5
"ENSDNOG00000024757",939
"ENSDNOG00000024760",1546
"ENSDNOG00000024761",5628
"ENSDNOG00000024763",1372
"ENSDNOG00000024769",591
"ENSDNOG00000024774",2904
"ENSDNOG00000024778",696
"ENSDNOG00000024781",1677
"ENSDNOG00000024782",1195
"ENSDNOG00000024783",1047
"ENSDNOG00000024785",902
"ENSDNOG00000024787",336
"ENSDNOG00000024791",759
"ENSDNOG00000024792",1290
"ENSDNOG00000024793",570
"ENSDNOG00000024795",721
"ENSDNOG00000024797",3639
"ENSDNOG00000024801",336
"ENSDNOG00000024804",1059
"ENSDNOG00000024805",6812
"ENSDNOG00000024813",237
"ENSDNOG00000024814",6954
"ENSDNOG00000024817",2157.5
"ENSDNOG00000024820",1545
"ENSDNOG00000024822",402
"ENSDNOG00000024823",814.5
"ENSDNOG00000024825",1174
"ENSDNOG00000024828",1462.5
"ENSDNOG00000024838",1446
"ENSDNOG00000024841",4666
"ENSDNOG00000024842",393
"ENSDNOG00000024844",1158
"ENSDNOG00000024848",579
"ENSDNOG00000024849",2517
"ENSDNOG00000024854",1494
"ENSDNOG00000024859",135
"ENSDNOG00000024868",1140
"ENSDNOG00000024870",912
"ENSDNOG00000024871",741
"ENSDNOG00000024872",1056
"ENSDNOG00000024876",870
"ENSDNOG00000024877",2197
"ENSDNOG00000024881",3475
"ENSDNOG00000024883",1296
"ENSDNOG00000024884",802
"ENSDNOG00000024887",1101
"ENSDNOG00000024889",864
"ENSDNOG00000024891",798
"ENSDNOG00000024900",924
"ENSDNOG00000024906",501
"ENSDNOG00000024910",600
"ENSDNOG00000024916",2929
"ENSDNOG00000024917",1987
"ENSDNOG00000024923",4260
"ENSDNOG00000024925",2464
"ENSDNOG00000024927",1512
"ENSDNOG00000024929",1712
"ENSDNOG00000024936",3835
"ENSDNOG00000024941",1680
"ENSDNOG00000024945",2490
"ENSDNOG00000024946",654
"ENSDNOG00000024950",2156
"ENSDNOG00000024952",1040
"ENSDNOG00000024957",2103
"ENSDNOG00000024962",1610
"ENSDNOG00000024969",882
"ENSDNOG00000024981",5802
"ENSDNOG00000024982",881
"ENSDNOG00000024984",7938
"ENSDNOG00000025002",2416
"ENSDNOG00000025006",630
"ENSDNOG00000025013",2896
"ENSDNOG00000025019",1744
"ENSDNOG00000025020",5868
"ENSDNOG00000025028",3370
"ENSDNOG00000025030",2316
"ENSDNOG00000025039",1104
"ENSDNOG00000025046",2393
"ENSDNOG00000025047",1265
"ENSDNOG00000025056",1332
"ENSDNOG00000025062",2674
"ENSDNOG00000025063",2033
"ENSDNOG00000025067",911
"ENSDNOG00000025070",1045
"ENSDNOG00000025072",1432
"ENSDNOG00000025073",2645
"ENSDNOG00000025075",1569
"ENSDNOG00000025080",3088
"ENSDNOG00000025087",972
"ENSDNOG00000025092",543
"ENSDNOG00000025094",749
"ENSDNOG00000025102",1531
"ENSDNOG00000025104",1995
"ENSDNOG00000025110",831
"ENSDNOG00000025112",2521.5
"ENSDNOG00000025123",510
"ENSDNOG00000025124",605
"ENSDNOG00000025125",1305
"ENSDNOG00000025126",438
"ENSDNOG00000025129",579
"ENSDNOG00000025130",378
"ENSDNOG00000025137",1791
"ENSDNOG00000025138",524
"ENSDNOG00000025148",387
"ENSDNOG00000025149",723
"ENSDNOG00000025154",1887
"ENSDNOG00000025156",492
"ENSDNOG00000025160",3311
"ENSDNOG00000025164",984
"ENSDNOG00000025165",4938
"ENSDNOG00000025166",1530
"ENSDNOG00000025171",1762
"ENSDNOG00000025174",4527
"ENSDNOG00000025181",791
"ENSDNOG00000025182",126
"ENSDNOG00000025183",909
"ENSDNOG00000025185",8825
"ENSDNOG00000025188",6432
"ENSDNOG00000025189",1419
"ENSDNOG00000025190",288
"ENSDNOG00000025191",2938
"ENSDNOG00000025192",471
"ENSDNOG00000025197",1953
"ENSDNOG00000025202",231
"ENSDNOG00000025207",2949
"ENSDNOG00000025208",3611
"ENSDNOG00000025210",2378
"ENSDNOG00000025216",1255
"ENSDNOG00000025219",1606
"ENSDNOG00000025220",390
"ENSDNOG00000025221",600
"ENSDNOG00000025224",1164
"ENSDNOG00000025226",1368
"ENSDNOG00000025232",366
"ENSDNOG00000025236",1189
"ENSDNOG00000025237",760
"ENSDNOG00000025239",837
"ENSDNOG00000025240",693
"ENSDNOG00000025246",2384
"ENSDNOG00000025251",1029
"ENSDNOG00000025252",2347
"ENSDNOG00000025255",927
"ENSDNOG00000025256",2794.5
"ENSDNOG00000025258",1852
"ENSDNOG00000025260",594
"ENSDNOG00000025265",273
"ENSDNOG00000025266",846
"ENSDNOG00000025271",4878
"ENSDNOG00000025273",1545
"ENSDNOG00000025275",555
"ENSDNOG00000025279",1860
"ENSDNOG00000025283",2232
"ENSDNOG00000025288",3128
"ENSDNOG00000025291",963
"ENSDNOG00000025294",1010
"ENSDNOG00000025296",360
"ENSDNOG00000025297",1855
"ENSDNOG00000025298",3165
"ENSDNOG00000025299",4021
"ENSDNOG00000025300",1649
"ENSDNOG00000025303",4256.5
"ENSDNOG00000025306",2242
"ENSDNOG00000025312",516
"ENSDNOG00000025313",1404
"ENSDNOG00000025319",3231
"ENSDNOG00000025323",2722
"ENSDNOG00000025324",2496
"ENSDNOG00000025328",1651
"ENSDNOG00000025335",1164
"ENSDNOG00000025336",474
"ENSDNOG00000025337",1455
"ENSDNOG00000025342",4093
"ENSDNOG00000025344",753
"ENSDNOG00000025347",908
"ENSDNOG00000025364",564
"ENSDNOG00000025373",4873
"ENSDNOG00000025375",1505
"ENSDNOG00000025377",543
"ENSDNOG00000025378",2506
"ENSDNOG00000025381",690
"ENSDNOG00000025382",1762
"ENSDNOG00000025383",2255
"ENSDNOG00000025386",765
"ENSDNOG00000025389",966
"ENSDNOG00000025390",11577.5
"ENSDNOG00000025391",1209
"ENSDNOG00000025404",586
"ENSDNOG00000025407",810
"ENSDNOG00000025411",1242
"ENSDNOG00000025416",393
"ENSDNOG00000025417",930
"ENSDNOG00000025422",1347
"ENSDNOG00000025423",798
"ENSDNOG00000025424",1083
"ENSDNOG00000025429",1092
"ENSDNOG00000025430",3874
"ENSDNOG00000025432",831
"ENSDNOG00000025433",7091
"ENSDNOG00000025436",990
"ENSDNOG00000025438",3614
"ENSDNOG00000025440",3590
"ENSDNOG00000025443",2357
"ENSDNOG00000025444",360
"ENSDNOG00000025447",288
"ENSDNOG00000025448",915
"ENSDNOG00000025450",1643.5
"ENSDNOG00000025457",4058.5
"ENSDNOG00000025458",1563
"ENSDNOG00000025463",1167
"ENSDNOG00000025467",780
"ENSDNOG00000025476",726
"ENSDNOG00000025477",1533
"ENSDNOG00000025479",969
"ENSDNOG00000025483",2946
"ENSDNOG00000025485",3735
"ENSDNOG00000025490",3477
"ENSDNOG00000025495",1134
"ENSDNOG00000025496",2061
"ENSDNOG00000025497",4177
"ENSDNOG00000025498",783
"ENSDNOG00000025499",585
"ENSDNOG00000025500",1618
"ENSDNOG00000025504",1353
"ENSDNOG00000025505",537
"ENSDNOG00000025508",942
"ENSDNOG00000025512",258
"ENSDNOG00000025514",3610
"ENSDNOG00000025518",2984
"ENSDNOG00000025527",615
"ENSDNOG00000025528",7371
"ENSDNOG00000025534",2158
"ENSDNOG00000025535",651
"ENSDNOG00000025542",2259
"ENSDNOG00000025543",4054
"ENSDNOG00000025554",906
"ENSDNOG00000025559",1755
"ENSDNOG00000025561",405
"ENSDNOG00000025562",426
"ENSDNOG00000025573",2561.5
"ENSDNOG00000025582",3134
"ENSDNOG00000025585",756
"ENSDNOG00000025591",1865
"ENSDNOG00000025593",921
"ENSDNOG00000025597",1014
"ENSDNOG00000025600",2551
"ENSDNOG00000025601",2807
"ENSDNOG00000025602",222
"ENSDNOG00000025603",781
"ENSDNOG00000025605",756
"ENSDNOG00000025611",2089
"ENSDNOG00000025612",1011
"ENSDNOG00000025613",858
"ENSDNOG00000025615",576
"ENSDNOG00000025620",792
"ENSDNOG00000025629",747
"ENSDNOG00000025633",1788
"ENSDNOG00000025634",1068
"ENSDNOG00000025636",1612.5
"ENSDNOG00000025639",2834
"ENSDNOG00000025651",1308
"ENSDNOG00000025657",362
"ENSDNOG00000025660",1457.5
"ENSDNOG00000025666",816
"ENSDNOG00000025671",3477
"ENSDNOG00000025674",66
"ENSDNOG00000025675",1740
"ENSDNOG00000025676",396
"ENSDNOG00000025681",915
"ENSDNOG00000025686",2718
"ENSDNOG00000025691",1281
"ENSDNOG00000025700",1859
"ENSDNOG00000025703",3069
"ENSDNOG00000025707",4691
"ENSDNOG00000025709",1593
"ENSDNOG00000025711",360
"ENSDNOG00000025712",2981
"ENSDNOG00000025714",531
"ENSDNOG00000025715",3467
"ENSDNOG00000025725",288
"ENSDNOG00000025727",1548
"ENSDNOG00000025735",2414
"ENSDNOG00000025737",924
"ENSDNOG00000025740",959
"ENSDNOG00000025741",1608
"ENSDNOG00000025747",1020
"ENSDNOG00000025749",612
"ENSDNOG00000025752",1829
"ENSDNOG00000025757",1212
"ENSDNOG00000025758",1698
"ENSDNOG00000025759",840
"ENSDNOG00000025767",801
"ENSDNOG00000025768",852
"ENSDNOG00000025771",1873
"ENSDNOG00000025772",348
"ENSDNOG00000025774",1865
"ENSDNOG00000025780",2130
"ENSDNOG00000025783",366
"ENSDNOG00000025786",516
"ENSDNOG00000025789",459
"ENSDNOG00000025797",1505
"ENSDNOG00000025799",654
"ENSDNOG00000025800",696
"ENSDNOG00000025804",2730
"ENSDNOG00000025806",594
"ENSDNOG00000025808",912
"ENSDNOG00000025810",417
"ENSDNOG00000025812",1395
"ENSDNOG00000025817",372
"ENSDNOG00000025818",1759
"ENSDNOG00000025819",4243
"ENSDNOG00000025820",363
"ENSDNOG00000025822",261
"ENSDNOG00000025824",2090
"ENSDNOG00000025828",792
"ENSDNOG00000025831",384
"ENSDNOG00000025834",444
"ENSDNOG00000025835",1645
"ENSDNOG00000025836",3131
"ENSDNOG00000025840",1141
"ENSDNOG00000025843",5364
"ENSDNOG00000025845",1806
"ENSDNOG00000025847",972
"ENSDNOG00000025849",894
"ENSDNOG00000025853",1042
"ENSDNOG00000025855",1844
"ENSDNOG00000025857",4270
"ENSDNOG00000025858",948
"ENSDNOG00000025861",1014
"ENSDNOG00000025863",2217.5
"ENSDNOG00000025865",738
"ENSDNOG00000025874",2100
"ENSDNOG00000025875",1260
"ENSDNOG00000025882",2804
"ENSDNOG00000025884",1005
"ENSDNOG00000025887",1163
"ENSDNOG00000025888",276
"ENSDNOG00000025894",1144
"ENSDNOG00000025898",2390
"ENSDNOG00000025907",1305
"ENSDNOG00000025911",1902
"ENSDNOG00000025916",267
"ENSDNOG00000025919",2468
"ENSDNOG00000025922",519
"ENSDNOG00000025928",873
"ENSDNOG00000025932",738
"ENSDNOG00000025935",1505
"ENSDNOG00000025939",1511
"ENSDNOG00000025940",264
"ENSDNOG00000025946",910.5
"ENSDNOG00000025952",1323
"ENSDNOG00000025953",867
"ENSDNOG00000025954",1107
"ENSDNOG00000025962",369
"ENSDNOG00000025963",702
"ENSDNOG00000025965",2281
"ENSDNOG00000025967",1588
"ENSDNOG00000025969",1860
"ENSDNOG00000025970",378
"ENSDNOG00000025971",6528
"ENSDNOG00000025973",113
"ENSDNOG00000025977",110
"ENSDNOG00000025978",165
"ENSDNOG00000025980",125
"ENSDNOG00000025986",121
"ENSDNOG00000025989",302
"ENSDNOG00000025990",293
"ENSDNOG00000025991",136
"ENSDNOG00000025993",112
"ENSDNOG00000025997",103
"ENSDNOG00000025999",69
"ENSDNOG00000026003",97
"ENSDNOG00000026007",109
"ENSDNOG00000026008",161
"ENSDNOG00000026010",101
"ENSDNOG00000026012",66
"ENSDNOG00000026014",84
"ENSDNOG00000026015",93
"ENSDNOG00000026016",90
"ENSDNOG00000026019",322
"ENSDNOG00000026022",68
"ENSDNOG00000026023",108
"ENSDNOG00000026028",131
"ENSDNOG00000026036",98
"ENSDNOG00000026037",162
"ENSDNOG00000026039",110
"ENSDNOG00000026042",132
"ENSDNOG00000026053",89
"ENSDNOG00000026054",152
"ENSDNOG00000026056",66
"ENSDNOG00000026058",71
"ENSDNOG00000026062",62
"ENSDNOG00000026063",128
"ENSDNOG00000026064",126
"ENSDNOG00000026067",98
"ENSDNOG00000026069",154
"ENSDNOG00000026070",87
"ENSDNOG00000026074",179
"ENSDNOG00000026076",158
"ENSDNOG00000026080",83
"ENSDNOG00000026082",142
"ENSDNOG00000026085",437
"ENSDNOG00000026086",105
"ENSDNOG00000026088",134
"ENSDNOG00000026090",193
"ENSDNOG00000026091",133
"ENSDNOG00000026092",127
"ENSDNOG00000026098",102
"ENSDNOG00000026101",113
"ENSDNOG00000026108",107
"ENSDNOG00000026113",129
"ENSDNOG00000026127",112
"ENSDNOG00000026128",108
"ENSDNOG00000026132",126
"ENSDNOG00000026135",191
"ENSDNOG00000026137",96
"ENSDNOG00000026138",132
"ENSDNOG00000026141",62
"ENSDNOG00000026145",71
"ENSDNOG00000026150",124
"ENSDNOG00000026151",118
"ENSDNOG00000026159",105
"ENSDNOG00000026166",159
"ENSDNOG00000026170",131
"ENSDNOG00000026172",91
"ENSDNOG00000026174",111
"ENSDNOG00000026178",112
"ENSDNOG00000026179",69
"ENSDNOG00000026184",103
"ENSDNOG00000026185",136
"ENSDNOG00000026199",102
"ENSDNOG00000026200",130
"ENSDNOG00000026201",134
"ENSDNOG00000026206",127
"ENSDNOG00000026209",84
"ENSDNOG00000026216",106
"ENSDNOG00000026217",130
"ENSDNOG00000026223",68
"ENSDNOG00000026231",188
"ENSDNOG00000026233",114
"ENSDNOG00000026234",226
"ENSDNOG00000026237",203
"ENSDNOG00000026242",110
"ENSDNOG00000026252",111
"ENSDNOG00000026255",119
"ENSDNOG00000026258",85
"ENSDNOG00000026261",189
"ENSDNOG00000026263",77
"ENSDNOG00000026269",100
"ENSDNOG00000026270",104
"ENSDNOG00000026271",334
"ENSDNOG00000026276",107
"ENSDNOG00000026281",312
"ENSDNOG00000026282",62
"ENSDNOG00000026287",103
"ENSDNOG00000026290",132
"ENSDNOG00000026291",311
"ENSDNOG00000026293",80
"ENSDNOG00000026295",188
"ENSDNOG00000026298",163
"ENSDNOG00000026299",104
"ENSDNOG00000026301",71
"ENSDNOG00000026302",156
"ENSDNOG00000026304",138
"ENSDNOG00000026305",76
"ENSDNOG00000026308",118
"ENSDNOG00000026313",132
"ENSDNOG00000026316",325
"ENSDNOG00000026319",107
"ENSDNOG00000026320",120
"ENSDNOG00000026321",75
"ENSDNOG00000026324",125
"ENSDNOG00000026327",160
"ENSDNOG00000026334",104
"ENSDNOG00000026337",106
"ENSDNOG00000026339",78
"ENSDNOG00000026341",142
"ENSDNOG00000026344",132
"ENSDNOG00000026347",126
"ENSDNOG00000026349",298
"ENSDNOG00000026350",146
"ENSDNOG00000026356",65
"ENSDNOG00000026359",70
"ENSDNOG00000026369",160
"ENSDNOG00000026374",172
"ENSDNOG00000026381",161
"ENSDNOG00000026382",147
"ENSDNOG00000026388",68
"ENSDNOG00000026390",84
"ENSDNOG00000026391",105
"ENSDNOG00000026392",119
"ENSDNOG00000026401",153
"ENSDNOG00000026408",144
"ENSDNOG00000026416",93
"ENSDNOG00000026417",157
"ENSDNOG00000026423",126
"ENSDNOG00000026426",150
"ENSDNOG00000026427",111
"ENSDNOG00000026438",161
"ENSDNOG00000026448",87
"ENSDNOG00000026449",132
"ENSDNOG00000026456",70
"ENSDNOG00000026458",119
"ENSDNOG00000026460",121
"ENSDNOG00000026461",127
"ENSDNOG00000026467",107
"ENSDNOG00000026473",78
"ENSDNOG00000026475",194
"ENSDNOG00000026476",95
"ENSDNOG00000026481",142
"ENSDNOG00000026484",106
"ENSDNOG00000026487",108
"ENSDNOG00000026488",74
"ENSDNOG00000026490",139
"ENSDNOG00000026495",101
"ENSDNOG00000026504",103
"ENSDNOG00000026507",211
"ENSDNOG00000026509",72
"ENSDNOG00000026511",205
"ENSDNOG00000026514",108
"ENSDNOG00000026515",134
"ENSDNOG00000026517",99
"ENSDNOG00000026523",102
"ENSDNOG00000026526",111
"ENSDNOG00000026527",160
"ENSDNOG00000026528",69
"ENSDNOG00000026531",162
"ENSDNOG00000026532",268
"ENSDNOG00000026536",126
"ENSDNOG00000026539",278
"ENSDNOG00000026546",110
"ENSDNOG00000026549",105
"ENSDNOG00000026554",118
"ENSDNOG00000026557",215
"ENSDNOG00000026558",134
"ENSDNOG00000026560",104
"ENSDNOG00000026562",179
"ENSDNOG00000026563",203
"ENSDNOG00000026565",99
"ENSDNOG00000026567",162
"ENSDNOG00000026579",107
"ENSDNOG00000026581",62
