"hsap_ensembl_gid","hsap_gene_name","control_1","control_2","control_3","control_4","conditioned_1","conditioned_2","conditioned_3","conditioned_4"
"ENSG00000171476","HOPX",898,1354,663,1092,1444,1071,821,898
"ENSG00000171478","SPACA5B",0,0,0,0,0,0,0,0
"ENSG00000171481","OR1L3",0,0,0,0,0,0,0,0
"ENSG00000171484","OR1B1",0,0,0,0,0,0,0,0
"ENSG00000171487","NLRP5",0,0,0,0,0,0,0,0
"ENSG00000171488","LRRC8C",1421,2124,983,2325,3506,2088,3944,2691
"ENSG00000171489","SPACA5",0,0,0,0,0,0,0,0
"ENSG00000171490","RSL1D1",8171,13463,5973,10779,10455,6764,5924,6418
"ENSG00000171492","LRRC8D",469,645,335,690,805,460,676,572
"ENSG00000171495","MROH2B",0,0,0,0,0,0,0,0
"ENSG00000171496","OR1L8",0,0,0,0,0,0,1,0
"ENSG00000171497","PPID",4099,6875,3230,6393,8107,6230,4897,4648
"ENSG00000171501","OR1N2",0,0,0,0,0,0,0,0
"ENSG00000171502","COL24A1",0,0,2,2,2,0,1,0
"ENSG00000171503","ETFDH",389,594,254,515,687,432,465,414
"ENSG00000171505","OR1N1",0,0,0,0,0,0,0,0
"ENSG00000171509","RXFP1",0,0,0,0,0,0,0,0
"ENSG00000171517","LPAR3",14,23,15,26,31,22,24,21
"ENSG00000171522","PTGER4",2841,4612,1868,4242,3618,2268,2582,2070
"ENSG00000171530","TBCA",3646,5881,2394,4675,4022,2888,2715,2641
"ENSG00000171532","NEUROD2",1,1,4,4,3,1,2,2
"ENSG00000171533","MAP6",9,17,2,5,17,25,9,11
"ENSG00000171540","OTP",2,0,0,0,0,0,0,0
"ENSG00000171551","ECEL1",8,8,8,5,10,1,0,1
"ENSG00000171552","BCL2L1",1708,2520,1208,2707,3633,2190,2223,1933
"ENSG00000171557","FGG",0,0,0,0,0,0,0,0
"ENSG00000171560","FGA",0,0,0,0,0,0,0,0
"ENSG00000171561","OR2AT4",0,0,0,0,0,0,0,0
"ENSG00000171564","FGB",0,0,0,0,1,0,0,0
"ENSG00000171566","PLRG1",1092,1932,856,1681,1906,1369,1249,1138
"ENSG00000171570","RAB4B-EGLN2",0,0,1,0,1,0,0,0
"ENSG00000171574","ZNF584",90,172,67,149,216,144,94,133
"ENSG00000171587","DSCAM",0,0,0,0,0,0,0,0
"ENSG00000171595","DNAI2",10,5,1,12,8,8,8,4
"ENSG00000171596","NMUR1",0,0,0,1,1,0,2,0
"ENSG00000171603","CLSTN1",1480,2068,1089,1929,3734,2569,2396,2038
"ENSG00000171604","CXXC5",39,53,7,61,56,40,39,24
"ENSG00000171606","ZNF274",454,639,283,547,933,624,478,467
"ENSG00000171608","PIK3CD",2566,3830,1930,3716,6837,4306,4100,3387
"ENSG00000171611","PTCRA",0,0,0,0,0,0,0,0
"ENSG00000171612","SLC25A33",343,516,293,547,474,279,306,252
"ENSG00000171617","ENC1",113,200,78,213,117,68,105,87
"ENSG00000171621","SPSB1",679,1033,490,1146,1914,1215,1123,852
"ENSG00000171631","P2RY6",0,0,0,0,0,1,0,0
"ENSG00000171634","BPTF",807,698,734,634,1835,1560,1689,1380
"ENSG00000171643","S100Z",26,74,28,47,64,35,43,53
"ENSG00000171649","ZIK1",97,186,89,193,279,224,244,187
"ENSG00000171657","GPR82",1,6,4,3,3,4,5,2
"ENSG00000171659","GPR34",3,0,0,0,1,2,0,0
"ENSG00000171680","PLEKHG5",73,94,47,94,164,125,91,74
"ENSG00000171681","ATF7IP",3676,5412,2659,4884,6569,4051,5658,4253
"ENSG00000171695","C20orf201",5,0,0,0,4,1,0,0
"ENSG00000171700","RGS19",652,953,388,844,1347,743,579,578
"ENSG00000171703","TCEA2",327,504,208,474,611,410,339,303
"ENSG00000171711","DEFB4A",0,1,0,0,0,0,0,0
"ENSG00000171714","ANO5",0,0,0,0,0,3,0,2
"ENSG00000171720","HDAC3",1325,2013,915,2067,2110,1319,1118,1066
"ENSG00000171722","C1orf111",0,0,0,0,0,0,0,0
"ENSG00000171723","GPHN",232,414,183,359,490,288,344,284
"ENSG00000171724","VAT1L",11,21,10,16,40,26,23,17
"ENSG00000171729","TMEM51",16,26,6,15,24,12,11,15
"ENSG00000171735","CAMTA1",654,1013,440,1041,769,533,584,548
"ENSG00000171747","LGALS4",0,4,1,1,2,1,1,0
"ENSG00000171757","LRRC34",15,22,12,24,32,19,19,37
"ENSG00000171759","PAH",0,0,0,0,0,0,1,0
"ENSG00000171763","SPATA5L1",186,261,113,281,325,226,213,178
"ENSG00000171766","GATM",122,239,130,228,371,176,170,170
"ENSG00000171772","SYCE1",2,9,1,3,6,1,5,1
"ENSG00000171773","NXNL1",0,0,0,0,0,0,0,0
"ENSG00000171777","RASGRP4",663,1193,537,985,1147,751,529,503
"ENSG00000171786","NHLH1",0,2,2,1,6,5,3,2
"ENSG00000171790","SLFNL1",0,1,0,1,2,0,0,0
"ENSG00000171791","BCL2",5241,7758,3151,7988,12196,6851,9765,7618
"ENSG00000171792","RHNO1",1068,2058,712,1497,1750,1119,943,832
"ENSG00000171793","CTPS1",548,762,433,909,1081,784,648,588
"ENSG00000171794","UTF1",1,0,0,0,2,1,0,0
"ENSG00000171798","KNDC1",4,3,0,0,4,6,4,2
"ENSG00000171804","WDR87",0,0,0,1,0,0,0,0
"ENSG00000171806","METTL18",47,50,34,57,84,72,60,77
"ENSG00000171811","TTC40",0,1,0,0,0,1,0,0
"ENSG00000171812","COL8A2",20,34,30,49,59,41,52,20
"ENSG00000171813","PWWP2B",169,216,97,220,269,192,112,127
"ENSG00000171815","PCDHB1",0,0,0,0,0,0,0,0
"ENSG00000171817","ZNF540",10,13,2,13,22,14,13,19
"ENSG00000171819","ANGPTL7",0,0,0,0,0,0,0,0
"ENSG00000171823","FBXL14",122,201,96,166,375,177,165,161
"ENSG00000171824","EXOSC10",754,1024,573,1014,1741,1357,1162,969
"ENSG00000171827","ZNF570",103,197,72,131,211,157,153,144
"ENSG00000171840","NINJ2",29,40,17,46,100,68,50,49
"ENSG00000171843","MLLT3",952,1438,681,1192,1529,1016,1035,1048
"ENSG00000171847","FAM90A1",0,6,0,1,4,4,4,3
"ENSG00000171848","RRM2",5566,10582,4471,8528,8618,6110,4175,4155
"ENSG00000171853","TRAPPC12",213,296,157,236,602,418,344,256
"ENSG00000171855","IFNB1",13,11,1,27,22,11,20,19
"ENSG00000171858","RPS21",11097,20681,8547,17969,11265,6414,5139,5620
"ENSG00000171860","C3AR1",14,24,3,25,26,23,27,31
"ENSG00000171861","RNMTL1",429,633,311,550,621,466,292,263
"ENSG00000171862","PTEN",1207,2073,823,1729,2230,1369,1652,1382
"ENSG00000171863","RPS7",25525,39880,18147,33154,22863,15598,12078,13895
"ENSG00000171864","PRND",0,0,0,0,0,0,0,0
"ENSG00000171865","RNASEH1",358,511,223,476,677,410,432,362
"ENSG00000171867","PRNP",2687,4279,1944,3963,5168,3455,3344,2925
"ENSG00000171872","KLF17",0,0,0,0,0,0,0,0
"ENSG00000171873","ADRA1D",0,2,1,0,5,2,0,2
"ENSG00000171877","FRMD5",6,10,2,28,17,12,15,12
"ENSG00000171885","AQP4",0,0,0,0,0,0,0,0
"ENSG00000171903","CYP4F11",0,0,0,0,0,0,0,0
"ENSG00000171914","TLN2",3,7,3,9,19,13,8,12
"ENSG00000171916","LGALS9C",0,3,0,6,4,4,1,0
"ENSG00000171928","TVP23B",545,986,391,833,692,533,687,567
"ENSG00000171931","FBXW10",0,0,0,1,1,1,0,0
"ENSG00000171936","OR10H3",0,0,0,0,0,0,0,0
"ENSG00000171940","ZNF217",1714,2569,1241,2705,3930,2247,3060,2214
"ENSG00000171942","OR10H2",0,0,0,0,0,0,0,0
"ENSG00000171944","OR52A5",0,0,0,0,0,0,0,0
"ENSG00000171951","SCG2",0,0,0,0,0,0,0,0
"ENSG00000171953","ATPAF2",126,244,92,201,363,227,171,160
"ENSG00000171954","CYP4F22",10,10,0,14,6,7,8,9
"ENSG00000171956","FOXB1",3,4,0,3,15,4,7,12
"ENSG00000171960","PPIH",869,1314,669,1142,999,795,576,683
"ENSG00000171962","LRRC48",0,0,1,1,2,0,0,1
"ENSG00000171970","ZNF57",112,223,91,161,158,140,82,110
"ENSG00000171984","C20orf196",162,174,92,186,204,140,126,107
"ENSG00000171987","C11orf40",0,0,0,0,0,0,0,0
"ENSG00000171988","JMJD1C",1548,1765,1261,1745,3647,2559,3557,2783
"ENSG00000171989","LDHAL6B",0,0,0,0,0,0,0,1
"ENSG00000171992","SYNPO",3,9,1,12,7,2,3,6
"ENSG00000172000","ZNF556",0,1,2,0,0,0,0,4
"ENSG00000172005","MAL",1525,2133,962,2132,2172,1310,1120,1192
"ENSG00000172006","ZNF554",34,50,21,54,86,52,48,48
"ENSG00000172007","RAB33B",327,582,236,471,501,391,411,390
"ENSG00000172009","THOP1",538,708,398,762,1159,780,582,538
"ENSG00000172014","ANKRD20A4",0,0,0,4,1,0,0,0
"ENSG00000172016","REG3A",0,0,0,0,0,0,0,0
"ENSG00000172020","GAP43",3,8,1,5,4,7,2,1
"ENSG00000172023","REG1B",0,0,0,0,0,0,0,0
"ENSG00000172031","EPHX4",30,25,12,20,38,23,34,34
"ENSG00000172037","LAMB2",12,15,1,5,3,4,5,12
"ENSG00000172046","USP19",723,1197,532,1055,1354,873,694,670
"ENSG00000172053","QARS",4735,7637,3319,6599,6167,3979,3094,3142
"ENSG00000172057","ORMDL3",1214,1649,836,1756,2386,1638,1638,1404
"ENSG00000172058","SERF1A",2,0,0,0,2,0,2,0
"ENSG00000172059","KLF11",1044,1824,691,1546,1992,1099,1206,1013
"ENSG00000172061","LRRC15",5,4,1,6,6,2,3,3
"ENSG00000172062","SMN1",158,235,106,198,196,145,120,126
"ENSG00000172071","EIF2AK3",716,933,473,844,1318,769,1163,926
"ENSG00000172073","TEX37",0,0,0,0,0,0,0,0
"ENSG00000172081","MOB3A",1899,2680,1526,2829,5705,4017,3207,2774
"ENSG00000172086","KRCC1",47,94,45,84,281,159,224,148
"ENSG00000172113","NME6",200,335,129,261,437,251,214,230
"ENSG00000172115","CYCS",2140,3360,1564,2760,2723,1851,2601,1980
"ENSG00000172116","CD8B",79,112,58,118,160,104,89,59
"ENSG00000172123","SLFN12",57,107,59,127,206,146,174,118
"ENSG00000172137","CALB2",3,3,3,3,4,3,4,2
"ENSG00000172139","SLC9C1",0,0,0,0,0,0,0,0
"ENSG00000172146","OR1A1",0,0,0,0,0,0,0,0
"ENSG00000172150","OR1A2",0,0,0,0,0,0,0,0
"ENSG00000172154","OR8I2",0,0,0,0,0,0,0,0
"ENSG00000172155","LCE1D",0,0,0,0,0,0,0,0
"ENSG00000172156","CCL11",0,0,0,0,0,0,0,0
"ENSG00000172159","FRMD3",20,40,16,27,51,27,29,37
"ENSG00000172164","SNTB1",211,306,141,328,1023,711,852,596
"ENSG00000172167","MTBP",84,142,51,164,286,146,203,197
"ENSG00000172171","TEFM",58,93,39,100,122,89,79,79
"ENSG00000172172","MRPL13",1106,1561,842,1377,1555,1113,922,1004
"ENSG00000172175","MALT1",1181,1810,746,1839,2336,1437,2251,1663
"ENSG00000172179","PRL",0,0,0,0,1,0,0,0
"ENSG00000172183","ISG20",3228,4361,2224,3917,3929,2529,2100,2112
"ENSG00000172188","OR4C11",0,0,0,0,0,0,0,0
"ENSG00000172197","MBOAT1",427,535,251,622,540,395,354,304
"ENSG00000172199","OR8U1",0,0,0,0,0,0,0,0
"ENSG00000172201","ID4",0,0,0,0,0,0,0,0
"ENSG00000172208","OR4X2",0,0,0,0,0,0,0,0
"ENSG00000172209","GPR22",0,0,0,0,0,0,0,0
"ENSG00000172215","CXCR6",121,191,98,158,380,256,161,175
"ENSG00000172216","CEBPB",1731,2132,1219,2406,2356,1575,1484,1291
"ENSG00000172232","AZU1",0,0,0,0,0,0,0,0
"ENSG00000172236","TPSAB1",5,6,0,0,0,0,0,1
"ENSG00000172238","ATOH1",0,0,0,0,0,0,0,0
"ENSG00000172239","PAIP1",1573,2421,1154,2256,2944,2127,2463,2194
"ENSG00000172243","CLEC7A",0,3,1,0,2,0,1,2
"ENSG00000172244","C5orf34",121,272,73,201,233,185,149,163
"ENSG00000172247","C1QTNF4",10,5,2,10,7,1,5,0
"ENSG00000172260","NEGR1",0,1,0,3,1,1,10,6
"ENSG00000172262","ZNF131",714,1102,493,1210,1153,761,999,782
"ENSG00000172264","MACROD2",0,0,0,2,4,0,0,0
"ENSG00000172269","DPAGT1",574,839,358,858,991,645,575,487
"ENSG00000172270","BSG",4183,6480,3106,6081,6455,4569,3650,3496
"ENSG00000172273","HINFP",470,695,356,673,784,512,430,417
"ENSG00000172288","CDY1",0,0,0,0,0,0,0,0
"ENSG00000172289","OR10V1",0,0,0,0,0,0,0,0
"ENSG00000172292","CERS6",674,1136,500,1200,2054,1293,1676,1364
"ENSG00000172296","SPTLC3",7,12,2,2,13,2,11,10
"ENSG00000172301","COPRS",1090,1785,750,1482,1463,983,723,734
"ENSG00000172315","TP53RK",571,808,352,663,881,527,518,452
"ENSG00000172318","B3GALT1",3,5,0,4,4,2,3,2
"ENSG00000172320","OR5A1",0,0,0,0,0,0,0,0
"ENSG00000172322","CLEC12A",0,0,2,0,0,0,0,0
"ENSG00000172324","OR5A2",0,0,0,0,0,0,0,0
"ENSG00000172331","BPGM",678,1039,473,985,1026,754,758,654
"ENSG00000172336","POP7",350,553,272,516,536,356,267,268
"ENSG00000172339","ALG14",56,72,45,70,132,80,77,63
"ENSG00000172340","SUCLG2",1313,2183,914,1997,2081,1433,1342,1174
"ENSG00000172345","STARD5",72,123,71,143,193,97,98,91
"ENSG00000172346","CSDC2",2,10,2,12,5,5,1,9
"ENSG00000172348","RCAN2",1075,1597,771,1722,2211,1581,1556,1190
"ENSG00000172349","IL16",1567,2172,1180,2099,3562,2597,1867,1777
"ENSG00000172350","ABCG4",1,1,3,6,2,3,0,0
"ENSG00000172352","CDY1B",0,0,0,0,0,0,0,0
"ENSG00000172354","GNB2",5921,8669,4228,8246,8677,6050,4524,4356
"ENSG00000172361","CCDC11",17,42,5,16,31,3,11,13
"ENSG00000172362","OR5B12",3,2,0,3,6,0,3,1
"ENSG00000172365","OR5B2",0,3,0,0,1,2,0,0
"ENSG00000172366","FAM195A",339,529,222,449,391,242,187,183
"ENSG00000172367","PDZD3",1,1,0,1,0,0,0,0
"ENSG00000172375","C2CD2L",874,1281,624,1001,1047,685,602,609
"ENSG00000172377","OR9I1",0,0,0,0,0,0,0,0
"ENSG00000172379","ARNT2",5,22,9,11,17,20,19,18
"ENSG00000172380","GNG12",47,59,42,69,49,24,46,71
"ENSG00000172381","OR6Q1",0,0,0,0,0,0,0,0
"ENSG00000172382","PRSS27",14,20,9,16,23,8,11,28
"ENSG00000172399","MYOZ2",0,0,0,0,0,0,4,0
"ENSG00000172403","SYNPO2",2,4,0,2,2,1,8,1
"ENSG00000172404","DNAJB7",0,0,0,0,0,0,0,0
"ENSG00000172409","CLP1",488,672,358,774,688,458,382,382
"ENSG00000172410","INSL5",0,0,0,0,0,0,0,0
"ENSG00000172421","EFCAB3",0,0,0,0,0,0,1,0
"ENSG00000172425","TTC36",1,1,2,1,2,1,2,0
"ENSG00000172426","RSPH9",9,19,7,13,15,16,8,20
"ENSG00000172428","MYEOV2",585,823,346,759,674,476,402,424
"ENSG00000172432","GTPBP2",508,804,388,724,1313,717,717,653
"ENSG00000172456","FGGY",77,90,49,111,96,70,44,61
"ENSG00000172457","OR9G4",0,0,0,0,0,0,0,0
"ENSG00000172458","IL17D",15,8,9,5,13,3,3,5
"ENSG00000172459","OR5AR1",0,0,0,0,0,0,0,0
"ENSG00000172461","FUT9",0,0,0,0,0,0,0,0
"ENSG00000172464","OR5AP2",0,0,0,0,0,0,0,0
"ENSG00000172465","TCEAL1",174,257,137,235,247,101,159,164
"ENSG00000172466","ZNF24",1756,2859,1215,2590,3382,2232,3068,2227
"ENSG00000172468","HSFY1",0,0,0,0,0,0,0,0
"ENSG00000172469","MANEA",251,493,200,408,609,409,549,422
"ENSG00000172476","RAB40A",0,0,0,0,2,0,0,0
"ENSG00000172478","C2orf54",1,4,0,2,2,0,2,2
"ENSG00000172482","AGXT",5,4,6,6,4,4,1,3
"ENSG00000172487","OR8J1",0,0,0,0,0,0,0,0
"ENSG00000172489","OR5T3",0,0,0,0,0,0,0,0
"ENSG00000172493","AFF1",2903,3862,2127,4066,7859,4437,5561,4479
"ENSG00000172497","ACOT12",0,0,0,2,0,3,2,0
"ENSG00000172500","FIBP",607,905,430,789,1210,805,584,586
"ENSG00000172508","CARNS1",14,12,8,14,31,9,18,7
"ENSG00000172519","OR10H5",0,0,0,0,0,0,0,0
"ENSG00000172530","BANP",856,1294,651,1284,993,682,572,547
"ENSG00000172531","PPP1CA",3713,5516,2790,5352,6564,4358,3720,3566
"ENSG00000172534","HCFC1",1616,2029,1058,1941,3921,2331,2403,2003
"ENSG00000172538","FAM170B",0,0,0,0,0,0,0,0
"ENSG00000172543","CTSW",57,91,57,102,172,104,92,90
"ENSG00000172548","NIPAL4",133,213,113,201,229,118,89,64
"ENSG00000172551","MUCL1",0,0,0,0,0,0,0,0
"ENSG00000172554","SNTG2",0,5,0,0,0,1,2,0
"ENSG00000172568","FNDC9",54,78,45,111,266,166,160,143
"ENSG00000172572","PDE3A",0,0,0,0,0,0,0,0
"ENSG00000172575","RASGRP1",1428,2247,1087,2202,3361,2195,2873,2363
"ENSG00000172578","KLHL6",2249,2985,1665,3025,4902,3493,3947,3089
"ENSG00000172586","CHCHD1",655,893,421,884,997,770,627,654
"ENSG00000172590","MRPL52",447,677,342,537,596,465,331,376
"ENSG00000172594","SMPDL3A",3,17,13,19,25,9,20,16
"ENSG00000172602","RND1",170,299,128,251,187,132,70,58
"ENSG00000172613","RAD9A",138,222,99,210,316,178,186,132
"ENSG00000172638","EFEMP2",25,26,16,40,42,18,17,13
"ENSG00000172640","OR10AD1",0,0,0,0,0,0,0,0
"ENSG00000172650","AGAP5",0,0,0,2,4,2,0,0
"ENSG00000172653","C17orf66",0,1,0,0,0,1,1,0
"ENSG00000172660","TAF15",1965,3099,1679,2655,4596,3633,3120,2665
"ENSG00000172661","FAM21C",227,282,184,273,491,387,328,274
"ENSG00000172663","TMEM134",308,529,188,347,330,211,144,143
"ENSG00000172667","ZMAT3",1140,2059,781,1792,2418,1284,2267,1712
"ENSG00000172671","ZFAND4",174,278,109,292,318,177,262,189
"ENSG00000172673","THEMIS",323,508,262,483,611,423,344,368
"ENSG00000172680","MOS",0,0,0,0,0,0,0,0
"ENSG00000172687","ZNF738",62,73,29,62,101,59,44,41
"ENSG00000172689","MS4A10",0,2,0,0,1,0,1,0
"ENSG00000172716","SLFN11",722,1205,553,1224,1956,1146,1221,1056
"ENSG00000172717","FAM71D",0,0,0,0,2,0,0,0
"ENSG00000172724","CCL19",0,7,2,8,0,8,1,1
"ENSG00000172725","CORO1B",5075,8330,3629,7026,7181,4468,3104,2961
"ENSG00000172728","FUT10",78,118,53,145,223,151,152,142
"ENSG00000172731","LRRC20",30,64,29,69,130,69,57,39
"ENSG00000172732","MUS81",324,425,224,539,804,503,448,406
"ENSG00000172733","PURG",1,0,0,2,8,2,12,3
"ENSG00000172738","TMEM217",48,63,41,56,118,97,98,77
"ENSG00000172742","OR4D9",0,0,0,0,0,0,0,0
"ENSG00000172748","ZNF596",4,11,7,18,27,17,15,16
"ENSG00000172752","COL6A5",0,2,0,0,4,2,1,1
"ENSG00000172757","CFL1",12729,18074,9497,18795,24218,18855,14540,13701
"ENSG00000172765","TMCC1",255,480,234,447,714,417,409,361
"ENSG00000172766","NAA16",208,318,123,322,384,210,426,263
"ENSG00000172769","OR5B3",0,0,0,0,0,0,0,0
"ENSG00000172771","EFCAB12",21,21,7,21,23,20,20,5
"ENSG00000172772","OR10W1",0,0,0,0,0,0,0,0
"ENSG00000172774","OR1S1",0,0,0,0,0,0,0,0
"ENSG00000172775","FAM192A",604,908,473,821,1273,875,736,859
"ENSG00000172780","RAB43",203,360,153,314,482,247,292,252
"ENSG00000172782","FADS6",0,1,5,2,2,1,1,1
"ENSG00000172785","CBWD1",246,366,152,271,350,232,239,260
"ENSG00000172789","HOXC5",0,0,0,0,0,0,0,0
"ENSG00000172794","RAB37",114,144,59,142,333,238,186,161
"ENSG00000172795","DCP2",2100,4337,1326,3416,3461,1848,2808,2307
"ENSG00000172803","SNX32",101,124,104,200,231,205,94,89
"ENSG00000172809","RPL38",13343,20584,9703,16552,11567,8488,6164,7425
"ENSG00000172817","CYP7B1",0,0,0,2,1,3,2,2
"ENSG00000172818","OVOL1",4,5,2,6,7,7,1,0
"ENSG00000172819","RARG",444,613,303,677,875,449,453,426
"ENSG00000172824","CES4A",75,141,87,142,163,108,102,84
"ENSG00000172828","CES3",24,50,15,29,52,50,33,28
"ENSG00000172830","SSH3",194,208,110,229,338,179,163,157
"ENSG00000172831","CES2",275,380,196,322,739,457,368,353
"ENSG00000172840","PDP2",246,349,185,359,643,445,558,421
"ENSG00000172845","SP3",2228,3796,1533,3526,3808,2413,3032,2432
"ENSG00000172867","KRT2",11,3,13,8,11,8,3,15
"ENSG00000172869","DMXL1",1275,1849,765,1882,2972,1483,2942,2083
"ENSG00000172878","METAP1D",0,8,2,8,11,6,3,3
"ENSG00000172888","ZNF621",326,643,224,447,789,415,656,463
"ENSG00000172889","EGFL7",65,88,38,66,98,64,41,57
"ENSG00000172890","NADSYN1",437,641,312,680,979,641,474,469
"ENSG00000172893","DHCR7",1976,3856,1490,2873,3849,2360,1842,1668
"ENSG00000172901","AQPEP",20,19,7,15,36,7,32,17
"ENSG00000172915","NBEA",23,39,7,40,60,33,69,52
"ENSG00000172922","RNASEH2C",209,337,130,304,464,280,237,201
"ENSG00000172927","MYEOV",1,1,4,4,6,0,3,0
"ENSG00000172932","ANKRD13D",620,849,335,829,1064,576,536,452
"ENSG00000172935","MRGPRF",0,0,0,0,0,0,0,0
"ENSG00000172936","MYD88",668,1065,495,1113,1998,1362,1088,1010
"ENSG00000172938","MRGPRD",0,0,0,0,0,0,0,0
"ENSG00000172939","OXSR1",2408,3624,1777,3664,4740,3074,3273,2735
"ENSG00000172940","SLC22A13",0,1,0,0,0,0,3,4
"ENSG00000172943","PHF8",1704,2471,1198,2494,3738,2316,2457,2092
"ENSG00000172954","LCLAT1",286,436,203,505,725,422,536,455
"ENSG00000172955","ADH6",0,0,0,0,0,0,0,0
"ENSG00000172967","XKR3",0,0,0,0,0,0,1,0
"ENSG00000172969","FRG2C",0,3,0,0,1,0,3,2
"ENSG00000172977","KAT5",620,988,450,859,955,638,440,469
"ENSG00000172985","SH3RF3",28,42,18,33,60,50,42,28
"ENSG00000172986","GXYLT2",2,0,1,1,11,11,6,9
"ENSG00000172987","HPSE2",0,0,0,0,0,0,0,0
"ENSG00000172992","DCAKD",115,173,79,129,232,129,106,108
"ENSG00000172995","ARPP21",0,0,0,0,0,0,0,0
"ENSG00000173011","TADA2B",695,1108,511,1015,1468,926,929,760
"ENSG00000173013","CCDC96",2,13,3,8,14,13,4,6
"ENSG00000173020","ADRBK1",4814,7569,3470,7279,12570,8408,7044,6085
"ENSG00000173039","RELA",2228,3306,1684,3085,4480,3003,2461,2225
"ENSG00000173040","EVC2",1,1,0,5,2,3,4,0
"ENSG00000173041","ZNF680",98,140,67,132,221,157,199,201
"ENSG00000173064","HECTD4",590,729,376,701,1590,778,1147,969
"ENSG00000173065","FAM222B",1374,1865,949,1840,3221,2018,2244,1887
"ENSG00000173068","BNC2",3,8,4,8,3,5,6,9
"ENSG00000173077","DEC1",0,0,0,0,0,0,0,1
"ENSG00000173080","RXFP4",0,0,0,1,0,0,0,0
"ENSG00000173083","HPSE",491,725,342,735,1006,628,723,648
"ENSG00000173085","COQ2",96,168,73,153,177,134,93,104
"ENSG00000173088","C10orf131",0,0,0,0,0,0,0,0
"ENSG00000173093","CCDC63",0,0,0,0,0,0,0,0
"ENSG00000173110","HSPA6",17,46,15,21,17,17,9,17
"ENSG00000173113","TRMT112",3754,5470,2526,4925,3848,2707,2222,2258
"ENSG00000173114","LRRN3",102,134,65,100,219,119,244,243
"ENSG00000173120","KDM2A",3103,4382,2123,4230,6656,4229,4523,3558
"ENSG00000173124","C10orf129",0,0,0,0,0,0,0,0
"ENSG00000173137","ADCK5",24,33,16,25,49,40,30,33
"ENSG00000173141","MRP63",263,430,188,380,532,416,302,291
"ENSG00000173145","NOC3L",368,475,244,416,581,433,478,432
"ENSG00000173153","ESRRA",532,838,370,724,797,515,398,453
"ENSG00000173156","RHOD",74,88,41,86,134,59,79,75
"ENSG00000173157","ADAMTS20",0,2,1,2,2,2,1,0
"ENSG00000173163","COMMD1",273,411,187,344,512,336,273,267
"ENSG00000173166","RAPH1",729,1008,467,1027,1726,937,1546,1073
"ENSG00000173171","MTX1",236,377,178,360,476,312,226,214
"ENSG00000173175","ADCY5",3,2,0,0,2,1,2,3
"ENSG00000173193","PARP14",787,794,550,1042,3707,2503,3849,2879
"ENSG00000173198","CYSLTR1",68,125,92,115,299,209,294,233
"ENSG00000173200","PARP15",59,100,53,100,188,103,158,117
"ENSG00000173207","CKS1B",3042,5208,2203,3979,2850,2092,1479,1726
"ENSG00000173208","ABCD2",97,133,102,163,252,169,277,245
"ENSG00000173209","AHSA2",151,273,73,238,233,86,171,138
"ENSG00000173210","ABLIM3",15,20,11,30,26,18,15,12
"ENSG00000173212","MAB21L3",24,36,8,15,16,11,8,17
"ENSG00000173213","RP11-683L23.1",0,0,0,0,0,0,0,0
"ENSG00000173214","KIAA1919",55,121,36,90,124,60,96,78
"ENSG00000173218","VANGL1",104,188,55,122,286,191,211,143
"ENSG00000173221","GLRX",981,1333,659,1198,1221,918,743,816
"ENSG00000173226","IQCB1",668,1122,456,1020,1124,796,743,677
"ENSG00000173227","SYT12",1,2,1,0,1,1,3,1
"ENSG00000173230","GOLGB1",698,571,543,406,1059,1254,1059,883
"ENSG00000173237","C11orf86",9,1,4,11,3,0,5,8
"ENSG00000173239","LIPM",0,0,0,0,0,0,0,0
"ENSG00000173250","GPR151",0,0,0,0,0,0,0,0
"ENSG00000173253","DMRT2",4,5,6,1,9,4,3,2
"ENSG00000173258","ZNF483",63,105,46,108,147,92,111,86
"ENSG00000173261","PLAC8L1",5,2,0,0,2,0,2,1
"ENSG00000173262","SLC2A14",19,25,8,19,14,7,6,7
"ENSG00000173264","GPR137",290,473,168,396,475,307,268,222
"ENSG00000173267","SNCG",1,2,0,0,2,0,0,0
"ENSG00000173269","MMRN2",0,0,0,2,6,0,0,0
"ENSG00000173272","MZT2A",1818,2806,1210,2350,2062,1242,855,978
"ENSG00000173273","TNKS",908,1565,695,1447,2144,1242,1448,1094
"ENSG00000173275","ZNF449",34,55,29,42,101,54,58,34
"ENSG00000173276","ZBTB21",795,1277,591,1129,1623,954,1292,1036
"ENSG00000173281","PPP1R3B",1181,2073,872,1982,3032,1837,1636,1310
"ENSG00000173285","OR10K1",0,0,0,0,0,0,0,0
"ENSG00000173302","GPR148",0,0,0,0,0,0,0,0
"ENSG00000173320","STOX2",11,2,1,8,9,6,3,6
"ENSG00000173327","MAP3K11",849,1255,569,1184,1943,1161,1120,827
"ENSG00000173334","TRIB1",403,567,278,709,687,472,631,524
"ENSG00000173335","CST9",0,0,0,0,0,0,0,0
"ENSG00000173338","KCNK7",3,4,0,0,6,6,0,2
"ENSG00000173349","SFT2D3",33,68,28,64,93,45,75,48
"ENSG00000173366","TLR9",0,0,0,0,0,0,0,0
"ENSG00000173369","C1QB",0,0,0,0,0,0,0,0
"ENSG00000173372","C1QA",0,0,0,0,0,0,0,0
"ENSG00000173376","NDNF",5,13,1,12,9,5,2,4
